Article_Name,Article_ID
Cymbopogon,A1109
Cyprus,A1110
Cyril_Clarke,A1111
Cyrus_K._Holliday,A1112
Cyrus_the_Great,A1113
Cystic_fibrosis,A1114
Czech_Republic,A1115
D%C3%A1l_Riata,A1116
D%C3%BCsseldorf,A1117
DNA,A1118
DNA_repair,A1119
DVD,A1120
Dad%27s_Army,A1121
Dada,A1122
Dakar,A1123
Dakota%2C_Minnesota_and_Eastern_Railroad,A1124
Daley_Thompson,A1125
Dallas%2C_Texas,A1126
Dam,A1127
Damascus,A1128
Damascus_steel,A1129
Damon_Hill,A1130
Dance,A1131
Dandelion,A1132
Daniel_Day-Lewis,A1133
Daniel_Ellsberg,A1134
Danny_Deever,A1135
Danske_Statsbaner,A1136
Dante_Alighieri,A1137
Danube,A1138
Darfur_conflict,A1139
Dark_Ages,A1140
Darling_River,A1141
Darmstadtium,A1142
Darth_Vader,A1143
Dartmoor,A1144
Das_Kapital,A1145
Data_Encryption_Standard,A1146
David_Attenborough,A1147
David_Beckham,A1148
David_Blanchflower,A1149
David_Cameron,A1150
David_Copperfield_%28novel%29,A1151
David_Helvarg,A1152
David_Heymann,A1153
David_Hilbert,A1154
David_Hume,A1155
David_III_of_Tao,A1156
David_Livingstone,A1157
Davis_Cup,A1158
Davy_Jones%27_Locker,A1159
Day,A1160
Dayuan,A1161
Dead_Sea,A1162
Dead_Sea_scrolls,A1163
Death_Valley_National_Park,A1164
Decade_Volcanoes,A1165
Deconstructivism,A1166
Defaka,A1167
Defense_of_Sihang_Warehouse,A1168
Definition_of_planet,A1169
Deinonychus,A1170
Deity,A1171
Delhi,A1172
Deluge_%28mythology%29,A1173
Demand_Note,A1174
Democracy,A1175
Democratic_Action_Party,A1176
Democratic_Republic_of_the_Congo,A1177
Demosthenes,A1178
Denis_Law,A1179
Denmark,A1180
Dennis_Ritchie,A1181
Denver%2C_Colorado,A1182
Derby,A1183
Desert,A1184
Desert_locust,A1185
Desmond_Tutu,A1186
Despotism,A1187
Detroit%2C_Michigan,A1188
Devonian,A1189
Dewey_Square,A1190
Diabetes_mellitus,A1191
Diamond,A1192
Diamond_cut,A1193
Diamond_simulant,A1194
Diane_Keaton,A1195
Dice,A1196
Dido_and_Aeneas,A1197
Diego_Garcia,A1198
Diego_Maradona,A1199
Diego_Vel%C3%A1zquez,A1200
Differential_equation,A1201
Differential_geometry_and_topology,A1202
Diffuse_interstellar_band,A1203
Dik-dik,A1204
Dill,A1205
Dilophosaurus,A1206
Dimetrodon,A1207
Dingo,A1208
Dinosaur,A1209
Diplodocus,A1210
Directdebit,A1211
Directive_Principles_in_India,A1212
Disneyland_Railroad,A1213
Distilled_beverage,A1214
Dixie_Mission,A1215
Djibouti,A1216
Dmitri_Mendeleev,A1217
Doctor_Who,A1218
Dodo,A1219
Dog,A1220
Doha,A1221
Dolphin,A1222
Domesday_Book,A1223
Domestic_AC_power_plugs_and_sockets,A1224
Domestic_goat,A1225
Domesticated_turkey,A1226
Dominica,A1227
Dominican_Republic,A1228
Donald_Bradman,A1229
Donald_Duck,A1230
Donald_Knuth,A1231
Donation,A1232
Doom,A1233
Dorset,A1234
Double-decker_bus,A1235
Double_bass,A1236
Douglas_Adams,A1237
Douglas_DC-4,A1238
Dove,A1239
Dover,A1240
Down_syndrome,A1241
Dr._Seuss,A1242
Drama,A1243
Draughts,A1244
Drawing,A1245
Dresden,A1246
Drinking_water,A1247
Driving_on_the_left_or_right,A1248
Drosera_anglica,A1249
Drosophila_melanogaster,A1250
Drought,A1251
Drum_and_bass,A1252
Du_Fu,A1253
Dualism_%28philosophy_of_mind%29,A1254
Dubai,A1255
Dublin,A1256
Dubnium,A1257
Duchenne_muscular_dystrophy,A1258
Dundee,A1259
Dundee_United_F.C.,A1260
Dune,A1261
Dunnock,A1262
Dunstable_Downs,A1263
Duran_Duran,A1264
Durham,A1265
Durham_Cathedral,A1266
Durian,A1267
Dutch_language,A1268
Dwight_D._Eisenhower,A1269
Dysprosium,A1270
E.T._the_Extra-Terrestrial_%28Atari_2600%29,A1271
E._E._Cummings,A1272
E._P._Wigner,A1273
ECHELON,A1274
EMD_BL2,A1275
EMD_F7,A1276
EMD_GP30,A1277
Eagle,A1278
Eagle_Scout_%28Boy_Scouts_of_America%29,A1279
Earl_of_Shaftesbury,A1280
Earless_seal,A1281
Earth,A1282
Earth%27s_atmosphere,A1283
Earthquake,A1284
Earwax,A1285
East-West_Schism,A1286
EastEnders,A1287
East_Africa,A1288
East_Flemish,A1289
East_Timor,A1290
Easter_Island,A1291
Eastern_Orthodox_Church,A1292
Eastern_Roman_Empire,A1293
Ebony,A1294
Ecology,A1295
Economic_inequality,A1296
Economics,A1297
Economy_of_Africa,A1298
Economy_of_India,A1299
Economy_of_Pakistan,A1300
Economy_of_Scotland,A1301
Economy_of_the_Iroquois,A1302
Economy_of_the_Republic_of_Ireland,A1303
Ecuador,A1304
Edema,A1305
Edgar_Allan_Poe,A1306
Edible_salt,A1307
Edinburgh,A1308
Edmond_Halley,A1309
Edmonton,A1310
Edmund_Burke,A1311
Edmund_Hillary,A1312
Education,A1313
Education_in_the_United_States,A1314
Educational_psychology,A1315
Edward_Gibbon,A1316
Edward_III_of_England,A1317
Edward_II_of_England,A1318
Edward_IV_of_England,A1319
Edward_I_of_England,A1320
Edward_Jenner,A1321
Edward_Teller,A1322
Edward_VIII_of_the_United_Kingdom,A1323
Edward_VII_of_the_United_Kingdom,A1324
Edward_VI_of_England,A1325
Edward_V_of_England,A1326
Edward_the_Confessor,A1327
Edwin_of_Northumbria,A1328
Effect_of_Hurricane_Katrina_on_New_Orleans,A1329
Effects_of_global_warming,A1330
Effects_of_nuclear_explosions,A1331
Egg_%28food%29,A1332
Egypt,A1333
Egyptian_pyramids,A1334
Eifel_Aqueduct,A1335
Eilmer_of_Malmesbury,A1336
Einsteinium,A1337
El_Aai%C3%BAn,A1338
El_Hatillo_Municipality%2C_Miranda,A1339
El_Lissitzky,A1340
El_Ni%C3%B1o-Southern_Oscillation,A1341
El_Salvador,A1342
Elagabalus,A1343
Eldfell,A1344
Election,A1345
Electric_charge,A1346
Electric_field,A1347
Electrical_engineering,A1348
Electrical_resistance,A1349
Electricity,A1350
Electromagnetic_radiation,A1351
Electron,A1352
Electron_beam_welding,A1353
Electronic_amplifier,A1354
Electronics,A1355
Elementary_algebra,A1356
Elementary_arithmetic,A1357
Elementary_group_theory,A1358
Eleocharis_dulcis,A1359
Elephant,A1360
Elephant_bird,A1361
Elephant_shrew,A1362
Elfin-woods_Warbler,A1363
Elias_Ashmole,A1364
Eliminative_materialism,A1365
Elizabeth_Fry,A1366
Elizabeth_II_of_the_United_Kingdom,A1367
Elizabeth_I_of_England,A1368
Elizabethan_Poor_Law_%281601%29,A1369
Elvis_Presley,A1370
Emacs,A1371
Emanuel_Swedenborg,A1372
Emirate,A1373
Emma_Roberts,A1374
Emotion,A1375
Emperor_Penguin,A1376
Empires__Dawn_of_the_Modern_World,A1377
Empiricism,A1378
Employment,A1379
Emu,A1380
Enceladus_%28moon%29,A1381
Encyclop%C3%A6dia_Britannica,A1382
Endoscopic_foreign_body_retrieval,A1383
Energy,A1384
Engineering,A1385
England,A1386
England_expects_that_every_man_will_do_his_duty,A1387
English_Channel,A1388
English_Reformation,A1389
English_language,A1390
English_monarchs_family_tree,A1391
English_peasants%27_revolt_of_1381,A1392
English_poetry,A1393
Enigma_machine,A1394
Entropy,A1395
Environmental_science,A1396
Enzyme_kinetics,A1397
Eocene,A1398
Epaminondas,A1399
Epazote,A1400
Epic_of_Gilgamesh,A1401
Episcopal_polity,A1402
Equal_Protection_Clause,A1403
Equatorial_Guinea,A1404
Erbium,A1405
Eric_Clapton,A1406
Erie_Canal,A1407
Eris_%28dwarf_planet%29,A1408
Eritrea,A1409
Ernest_Hemingway,A1410
Ernest_Rutherford,A1411
Eruption_column,A1412
Erwin_Rommel,A1413
Eskimo,A1414
Esox,A1415
Esperanto,A1416
Essential_oil,A1417
Estonia,A1418
Ethanol,A1419
Ethics,A1420
Ethiopia,A1421
Ethiopian_Wolf,A1422
Ethnic_group,A1423
Euclid,A1424
Euclidean_geometry,A1425
Eukaryote,A1426
Euphrates,A1427
Eurasian_Bullfinch,A1428
Eurasian_Collared_Dove,A1429
Eurasian_Eagle_Owl,A1430
Eurasian_Jay,A1431
Eurasian_Oystercatcher,A1432
Euro,A1433
Europe,A1434
European_Goldfinch,A1435
European_Greenfinch,A1436
European_Kingfisher,A1437
European_Parliament,A1438
European_Space_Agency,A1439
European_Union,A1440
Europium,A1441
Eurovision_Song_Contest,A1442
Euston_Manifesto,A1443
Eustreptospondylus,A1444
Eva_Per%C3%B3n,A1445
Evan_Rachel_Wood,A1446
Evanton,A1447
Evolution,A1448
Evolutionarily_stable_strategy,A1449
Existentialism,A1450
Exploration_of_Mars,A1451
Explorer_I,A1452
Expressionism,A1453
Extinct_birds,A1454
Extinction,A1455
Extrasolar_planet,A1456
Extraterrestrial_life,A1457
Eye,A1458
Eye_%28cyclone%29,A1459
Eyelid,A1460
Ezra_Pound,A1461
F-35_Lightning_II,A1462
F-4_Phantom_II,A1463
FIFA,A1464
FIFA_World_Cup,A1465
FM_Consolidated_line,A1466
FairTax,A1467
Fair_Isle,A1468
Falcon,A1469
Falkirk_Wheel,A1470
Falkland_Islands,A1471
Family,A1472
Famine,A1473
Fanny_Blankers-Koen,A1474
Faroe_Islands,A1475
Fascism,A1476
Fashion,A1477
Fatty_acid,A1478
Fauna_of_Australia,A1479
Feather,A1480
Fed_Cup,A1481
Federal_Bureau_of_Investigation,A1482
Federated_States_of_Micronesia,A1483
Fedora_Core,A1484
Feldspar,A1485
Felice_Beato,A1486
Felix_Mendelssohn,A1487
Felix_the_Cat,A1488
Fencing,A1489
Fennel,A1490
Ferdinand_Magellan,A1491
Ferdinandea,A1492
Fermi_paradox,A1493
Fermium,A1494
Fern,A1495
Fertile_Crescent,A1496
Fertilizer,A1497
Fetal_alcohol_spectrum_disorder,A1498
Ffestiniog_Railway,A1499
Fiberglass,A1500
Fiction,A1501
Fidel_Castro,A1502
Fieldfare,A1503
Fiji,A1504
Film,A1505
Final_Fantasy_%28video_game%29,A1506
Final_Fantasy_Adventure,A1507
Finance,A1508
Financial_statements,A1509
Fine_art,A1510
Finland,A1511
Fire,A1512
Firearm,A1513
Firecrest,A1514
Firefly_%28TV_series%29,A1515
First_Council_of_Nicaea,A1516
First_Crusade,A1517
First_Macedonian_War,A1518
First_Transcontinental_Railroad,A1519
Fish,A1520
Fishing,A1521
Flag_of_Australia,A1522
Flag_of_Belarus,A1523
Flag_of_Hong_Kong,A1524
Flag_of_India,A1525
Flag_of_Mexico,A1526
Flag_of_South_Africa,A1527
Flag_of_the_Republic_of_China,A1528
Flamingo,A1529
Flanders,A1530
Flat_Earth,A1531
Flemish_%28linguistics%29,A1532
Flemish_dialects,A1533
Flemish_people,A1534
Flood,A1535
Floppy_disk,A1536
Florence_Nightingale,A1537
Florida,A1538
Florida_East_Coast_Railway,A1539
Floris_and_Blancheflour,A1540
Flower,A1541
Floyd_Mayweather_Jr.,A1542
Fluorine,A1543
Flute,A1544
Foie_gras,A1545
Folic_acid,A1546
Folk_music,A1547
Folklore,A1548
Food,A1549
Football,A1550
Football_%28soccer%29,A1551
Force,A1552
Forensic_facial_reconstruction,A1553
Forest,A1554
Formic_acid,A1555
Formula_One,A1556
Forrest_Gump,A1557
Fort_de_Chartres,A1558
Forth,A1559
Forth_Bridge_%28railway%29,A1560
Forth_Road_Bridge,A1561
Fossil,A1562
Fossil_fuel,A1563
Fossil_record,A1564
Fourteenth_Amendment_to_the_United_States_Constitution,A1565
Fox,A1566
Fr%C3%A9d%C3%A9ric_Chopin,A1567
Fractal,A1568
France,A1569
France_in_the_American_Revolutionary_War,A1570
Frances_Oldham_Kelsey,A1571
Francis_Bacon,A1572
Francis_Crick,A1573
Francis_Drake,A1574
Francis_Petre,A1575
Francis_of_Assisi,A1576
Francisco_Goya,A1577
Francium,A1578
Frank_Lloyd_Wright,A1579
Frankenstein,A1580
Frankfurt,A1581
Franklin_B._Gowen,A1582
Franklin_D._Roosevelt,A1583
Franklin_Pierce,A1584
Franks,A1585
Franz_Kafka,A1586
Franz_Schubert,A1587
Frederick_Douglass,A1588
Frederick_Hamilton-Temple-Blackwood%2C_1st_Marquess_of_Dufferin_and_Ava,A1589
Frederick_II%2C_Holy_Roman_Emperor,A1590
Frederick_II_of_Prussia,A1591
Freetown,A1592
French_Guiana,A1593
French_Open_%28tennis%29,A1594
French_Polynesia,A1595
French_Revolution,A1596
French_Southern_and_Antarctic_Lands,A1597
French_language,A1598
Fresh_water,A1599
Friedrich_Nietzsche,A1600
Friend_Directdebit,A1601
Frog,A1602
Fruit,A1603
Fugu,A1604
Full_moon,A1605
Funchal,A1606
Functional_programming,A1607
Fundamental_Rights_in_India,A1608
Fundamental_theorem_of_arithmetic,A1609
Fungus,A1610
Fur_language,A1611
Fusarium,A1612
Fyodor_Dostoevsky,A1613
GDRT,A1614
GNOME,A1615
GNU,A1616
GNU_Linux_naming_controversy,A1617
GNU_Project,A1618
Gabon,A1619
Gaborone,A1620
Gadolinium,A1621
Gal%C3%A1pagos_Islands,A1622
Galah,A1623
Galaxy,A1624
Galeras,A1625
Galerina,A1626
Galileo_Galilei,A1627
Gallery_of_the_Kings_and_Queens_of_England,A1628
Gallimimus,A1629
Gallium,A1630
Galveston_Hurricane_of_1900,A1631
Game,A1632
Game_theory,A1633
Ganesha,A1634
Ganges_River,A1635
Ganges_shark,A1636
Gangtok,A1637
Garage_%28dance_music%29,A1638
Garden,A1639
Garden_Gnome_Liberation_Front,A1640
Gardening,A1641
Gas,A1642
Gas_giant,A1643
Gas_metal_arc_welding,A1644
Gas_tungsten_arc_welding,A1645
Gas_turbine-electric_locomotive,A1646
Gaur,A1647
Gauss%27s_law,A1648
Gautama_Buddha,A1649
Gaza_Strip,A1650
Gazelle,A1651
Gender,A1652
Genealogy,A1653
General_Pershing_Zephyr,A1654
Genetic_code,A1655
Genetics,A1656
Geneva,A1657
Genghis_Khan,A1658
Genoa,A1659
Gentoo_penguin,A1660
Geography,A1661
Geography_of_Africa,A1662
Geography_of_India,A1663
Geography_of_Ireland,A1664
Geography_of_Texas,A1665
Geology,A1666
Geology_of_Dorset,A1667
Geology_of_the_Grand_Canyon_area,A1668
Geometry,A1669
Georg_Cantor,A1670
Georg_Forster,A1671
Georg_von_Boeselager,A1672
George_Byron%2C_6th_Baron_Byron,A1673
George_Eliot,A1674
George_Fox,A1675
George_H._W._Bush,A1676
George_Herbert,A1677
George_III_of_the_United_Kingdom,A1678
George_II_of_Great_Britain,A1679
George_IV_of_the_United_Kingdom,A1680
George_I_of_Great_Britain,A1681
George_Thomas_Coker,A1682
George_VI_of_the_United_Kingdom,A1683
George_V_of_the_United_Kingdom,A1684
George_W._Bush,A1685
George_Washington,A1686
Georgetown%2C_Guyana,A1687
Georgia_%28country%29,A1688
Gerald_Durrell,A1689
Gerald_Ford,A1690
German_Crusade%2C_1096,A1691
German_language,A1692
German_reunification,A1693
Germanium,A1694
Germany,A1695
Gettysburg_Address,A1696
Ghana,A1697
Ghost_Dance,A1698
Giant%27s_Causeway,A1699
Giant_Eland,A1700
Giant_Hogweed,A1701
Giant_Panda,A1702
Gibraltar,A1703
Giganotosaurus,A1704
Gilles_Villeneuve,A1705
Giraffe,A1706
Giuseppe_Verdi,A1707
Giza_pyramid_complex,A1708
Glacier,A1709
Glacier_National_Park_%28US%29,A1710
Glaciology,A1711
Glasgow,A1712
Glass,A1713
Glasses,A1714
Glastonbury_Festival,A1715
GlaxoSmithKline,A1716
Gliding,A1717
Gliese_876,A1718
Gliese_876_b,A1719
Gliese_876_c,A1720
Gliese_876_d,A1721
Global,A1722
Global_city,A1723
Global_spread_of_H5N1,A1724
Global_warming,A1725
Globalization,A1726
Globe_Theatre,A1727
Globular_cluster,A1728
Glorious_Revolution,A1729
Glynn_Lunney,A1730
Gmail,A1731
Go_%28board_game%29,A1732
Goa,A1733
God,A1734
Gold,A1735
Gold%28III%29_chloride,A1736
Gold_standard,A1737
Goldcrest,A1738
Golden_Eagle,A1739
Golden_Gate_Highlands_National_Park,A1740
Goldfish,A1741
Goleta%2C_California,A1742
Gone_with_the_Wind_%28film%29,A1743
Google,A1744
Goose,A1745
Gordon_Brown,A1746
Gordon_Griffith,A1747
Gorilla,A1748
Gossypium,A1749
Gothenburg,A1750
Gottfried_Leibniz,A1751
Government,A1752
Government_of_France,A1753
Gowanus_Canal,A1754
Grand_Canal_of_China,A1755
Grand_Canyon,A1756
Grand_Central_Station_%28Chicago%29,A1757
Grand_Central_Terminal,A1758
Grand_Forks%2C_North_Dakota,A1759
Grand_Slam_%28tennis%29,A1760
Grange_Hill,A1761
Granite,A1762
Graniteville_train_disaster,A1763
Grape_seed_oil,A1764
Graphic_novel,A1765
Gravitation,A1766
Gray_Wolf,A1767
Gray_reef_shark,A1768
Grease_%28film%29,A1769
Great_Auk,A1770
Great_Barrier_Reef,A1771
Great_Black-backed_Gull,A1772
Great_Britain,A1773
Great_Bustard,A1774
Great_Comet_of_1882,A1775
Great_Cormorant,A1776
Great_Crested_Grebe,A1777
Great_Lakes,A1778
Great_Lakes_Storm_of_1913,A1779
Great_Moravia,A1780
Great_Pyramid_of_Giza,A1781
Great_Red_Spot,A1782
Great_Rift_Valley,A1783
Great_Salt_Lake,A1784
Great_Spotted_Woodpecker,A1785
Great_Tit,A1786
Great_Wall_of_China,A1787
Great_Yarmouth,A1788
Great_comet,A1789
Great_hammerhead,A1790
Great_white_shark,A1791
Greater_Cane_Rat,A1792
Greco-Buddhism,A1793
Greece,A1794
Greek_War_of_Independence,A1795
Greek_mythology,A1796
Green_Woodpecker,A1797
Greenhouse_effect,A1798
Greenland,A1799
Greg_LeMond,A1800
Gregor_Mendel,A1801
Gregorian_chant,A1802
Gremlins,A1803
Grenada,A1804
Grevy%27s_Zebra,A1805
Group_%28mathematics%29,A1806
Grover_Cleveland,A1807
Guadeloupe,A1808
Guam,A1809
Guangzhou,A1810
Guatemala,A1811
Guernsey,A1812
Guglielmo_Marconi,A1813
Guild,A1814
Guinea,A1815
Guinea-Bissau,A1816
Guinness,A1817
Guitar,A1818
Gulf_of_Mexico,A1819
Gull,A1820
Gunpowder,A1821
Guqin,A1822
Gustav_Holst,A1823
Gustavus_Franklin_Swift,A1824
Guyana,A1825
Gyeongju,A1826
Gypsum,A1827
H%C3%A4nsel_und_Gretel,A1828
H.D.,A1829
H5N1,A1830
HD_209458_b,A1831
HD_217107,A1832
HD_217107_b,A1833
HD_217107_c,A1834
HD_28185,A1835
HD_28185_b,A1836
HIV,A1837
HIV_AIDS_in_Africa,A1838
HMS_E18,A1839
HSBC,A1840
HTTP_cookie,A1841
H_II_region,A1842
Habsburg_Spain,A1843
Hadrian%27s_Wall,A1844
Haemophilia,A1845
Hafnium,A1846
Haiti,A1847
Haji_Mohammad_Suharto,A1848
Halfbeak,A1849
Halloween,A1850
Hamburg,A1851
Hamilton-Burr_duel,A1852
Hammurabi,A1853
Hampshire,A1854
Hampstead_Heath,A1855
Hannibal_Barca,A1856
Hanoi,A1857
Harald_Maddadsson,A1858
Haraldsk%C3%A6r_Woman,A1859
Harare,A1860
Hardball_squash,A1861
Harlem_Globetrotters,A1862
Harley-Davidson,A1863
Harold_Macmillan,A1864
Harold_Wilson,A1865
Harrier_Hawk,A1866
Harry_Potter,A1867
Harry_S._Truman,A1868
Harvest,A1869
Hasekura_Tsunenaga,A1870
Hassium,A1871
Hatshepsut,A1872
Hawaiian_Goose,A1873
Hawfinch,A1874
Hawk,A1875
Hawk-Eye,A1876
Hawking_radiation,A1877
Health,A1878
Heard_Island_and_McDonald_Islands,A1879
Heat,A1880
Hebrew_calendar,A1881
Hebrew_language,A1882
Hebrides,A1883
Heilbronn,A1884
Helen,A1885
Helen_Gandy,A1886
Helicobacter_pylori,A1887
Heliocentrism,A1888
Helium,A1889
Hellenistic_Greece,A1890
Hello_Garci_scandal,A1891
Helmeted_Guineafowl,A1892
Helsinki,A1893
Henipavirus,A1894
Henri_Matisse,A1895
Henrik_Ibsen,A1896
Henry_David_Thoreau,A1897
Henry_Fonda,A1898
Henry_Ford,A1899
Henry_H._Rogers,A1900
Henry_III_of_England,A1901
Henry_II_of_England,A1902
Henry_IV_of_England,A1903
Henry_I_of_England,A1904
Henry_James,A1905
Henry_Moore,A1906
Henry_Morrison_Flagler,A1907
Henry_Morton_Stanley,A1908
Henry_Purcell,A1909
Henry_Rollins,A1910
Henry_VIII_of_England,A1911
Henry_VII_of_England,A1912
Henry_VI_of_England,A1913
Henry_V_of_England,A1914
Henry_Wood_%28conductor%29,A1915
Hepatocellular_carcinoma,A1916
Hepatorenal_syndrome,A1917
Heracles,A1918
Heraclius,A1919
Heraldry,A1920
Herbert_Hoover,A1921
Herbig-Haro_object,A1922
Herbivore,A1923
Hermann_Maier,A1924
Hern%C3%A1n_Cort%C3%A9s,A1925
Hero_of_Ukraine,A1926
Hero_of_the_Russian_Federation,A1927
Herodotus,A1928
Heron,A1929
Herrerasaurus,A1930
Herring_Gull,A1931
Hey_Jude,A1932
Hickman%27s_potentilla,A1933
High_German_consonant_shift,A1934
Hilda_of_Whitby,A1935
Himalayas,A1936
Himno_Nacional_Mexicano,A1937
Hindi,A1938
Hinduism,A1939
Hip_hop_music,A1940
Hippocrates,A1941
Hippopotamus,A1942
Hiroh_Kikai,A1943
Hirohito,A1944
History,A1945
History_of_Alaska,A1946
History_of_Anglo-Saxon_England,A1947
History_of_Arizona,A1948
History_of_Buddhism,A1949
History_of_Burnside,A1950
History_of_Cape_Colony_from_1806_to_1870,A1951
History_of_Cape_Colony_from_1870_to_1899,A1952
History_of_Central_Asia,A1953
History_of_Earth,A1954
History_of_Greece,A1955
History_of_Greenland,A1956
History_of_Limerick,A1957
History_of_Louisville%2C_Kentucky,A1958
History_of_Miami%2C_Florida,A1959
History_of_New_Jersey,A1960
History_of_Northwest_Territories_capital_cities,A1961
History_of_Poland_%281945%E2%80%931989%29,A1962
History_of_Portugal_%281777%E2%80%931834%29,A1963
History_of_Puerto_Rico,A1964
History_of_Russia,A1965
History_of_Singapore,A1966
History_of_Solidarity,A1967
History_of_South_Africa,A1968
History_of_South_Africa_in_the_apartheid_era,A1969
History_of_South_Carolina,A1970
History_of_Wikipedia,A1971
History_of_computing_hardware,A1972
History_of_democracy,A1973
History_of_education,A1974
History_of_merit_badges_%28Boy_Scouts_of_America%29,A1975
History_of_nuclear_weapons,A1976
History_of_painting,A1977
History_of_post-Soviet_Russia,A1978
History_of_saffron,A1979
History_of_science,A1980
History_of_slavery,A1981
History_of_the_Australian_Capital_Territory,A1982
History_of_the_Grand_Canyon_area,A1983
History_of_the_Internet,A1984
History_of_the_Netherlands,A1985
History_of_the_Panama_Canal,A1986
History_of_the_Portuguese_Communist_Party,A1987
History_of_the_Royal_Australian_Navy,A1988
History_of_the_West_Indian_cricket_team,A1989
History_of_the_world,A1990
Ho_Chi_Minh,A1991
Ho_Chi_Minh_City,A1992
Holkham_Hall,A1993
Hollandic,A1994
Holmium,A1995
Holy_Roman_Empire,A1996
Homer,A1997
Homestar_Runner,A1998
Homo_floresiensis,A1999
Honduras,A2000
Honey,A2001
Honey_bee,A2002
Hong_Kong,A2003
Hoover_Dam,A2004
Hopman_Cup,A2005
Horatio_Nelson%2C_1st_Viscount_Nelson,A2006
Horn_of_Africa,A2007
Horse,A2008
Hot_air_balloon,A2009
House,A2010
House_Martin,A2011
House_Sparrow,A2012
House_of_Lords,A2013
Household_income_in_the_United_States,A2014
Houston%2C_Texas,A2015
Hovercraft,A2016
Howards_End,A2017
Howland_Island,A2018
Hrafnkels_saga,A2019
Hubbard_Glacier,A2020
Hubble%27s_law,A2021
Hubble_Deep_Field,A2022
Hubble_Space_Telescope,A2023
Hudson_Bay,A2024
Hugo_Wolf,A2025
Human,A2026
Human_abdomen,A2027
Human_dignity,A2028
Human_rights,A2029
Humanism,A2030
Humanities,A2031
Humbert_Roque_Versace,A2032
Humour,A2033
Humpback_Whale,A2034
Humphry_Davy,A2035
Humus,A2036
Hundred_Years%27_War,A2037
Hungary,A2038
Hunger,A2039
Huntington%27s_disease,A2040
Hurricane_Alex_%282004%29,A2041
Hurricane_Andrew,A2042
Hurricane_Camille,A2043
Hurricane_Charley,A2044
Hurricane_Danny_%281997%29,A2045
Hurricane_David,A2046
Hurricane_Dennis,A2047
Hurricane_Edouard_%281996%29,A2048
Hurricane_Epsilon_%282005%29,A2049
Hurricane_Felix_%281995%29,A2050
Hurricane_Floyd,A2051
Hurricane_Georges,A2052
Hurricane_Gloria,A2053
Hurricane_Ivan,A2054
Hurricane_John_%281994%29,A2055
Hurricane_John_%282006%29,A2056
Hurricane_Katrina,A2057
Hurricane_Lenny,A2058
Hurricane_Marty_%282003%29,A2059
Hurricane_Mitch,A2060
Hurricane_Philippe_%282005%29,A2061
Hurricane_Vince_%282005%29,A2062
Husein_Grada%C5%A1%C4%8Devi%C4%87,A2063
Hutu,A2064
Hyde_Park%2C_London,A2065
Hydrochloric_acid,A2066
Hydrogen,A2067
Hydrogen_peroxide,A2068
Hydrology,A2069
Hyena,A2070
Hymenoptera,A2071
Hypsilophodon,A2072
IG_Farben_Building,A2073
IPod,A2074
ITunes,A2075
I_Ching,A2076
I_Want_to_Hold_Your_Hand,A2077
Ibn_Battuta,A2078
Ice,A2079
Ice_age,A2080
Ice_hockey,A2081
Ice_sheet,A2082
Iceland,A2083
Iceland_hotspot,A2084
Ichthyosaur,A2085
Idit_Harel_Caperton,A2086
Idolatry,A2087
Igneous_rock,A2088
Igor_Stravinsky,A2089
Iguanodon,A2090
Ike_Altgens,A2091
Imagism,A2092
Immanuel_Kant,A2093
Imperative_programming,A2094
Imperial_Japanese_Navy,A2095
Impressionism,A2096
Inca_Empire,A2097
Income_disparity,A2098
India,A2099
Indian_Institutes_of_Technology,A2100
Indian_Ocean,A2101
Indian_Peafowl,A2102
Indian_Railways,A2103
Indian_Standard_Time,A2104
Indian_cricket_team,A2105
Indian_independence_movement,A2106
Indira_Gandhi,A2107
Indium,A2108
Indo-Greek_Kingdom,A2109
Indonesia,A2110
Indonesian_language,A2111
Indricotherium,A2112
Inductance,A2113
Indus_River,A2114
Indus_Valley_Civilization,A2115
Industrial_Revolution,A2116
Industry,A2117
Information,A2118
Infrastructure,A2119
Inner_Hebrides,A2120
Insect,A2121
Insulin,A2122
Integrated_circuit,A2123
Intel_Corporation,A2124
Intelligence,A2125
InterBase,A2126
International_Court_of_Justice,A2127
International_English,A2128
International_Red_Cross_and_Red_Crescent_Movement,A2129
International_Space_Station,A2130
International_human_rights_instruments,A2131
International_law,A2132
Internet,A2133
Internet_Explorer,A2134
Interpol,A2135
Introduction_to_special_relativity,A2136
Invasion,A2137
Invasion_of_Grenada,A2138
Invasive_species,A2139
Invertebrate,A2140
Investment_banking,A2141
Iodine,A2142
Iowa_class_battleship,A2143
Ipswich,A2144
Iran,A2145
Iranian_peoples,A2146
Iraq,A2147
Iraq_War,A2148
Iraq_and_weapons_of_mass_destruction,A2149
Ireland,A2150
Ireland_King_of_Arms,A2151
Iridium,A2152
Irish_Sea,A2153
Irish_people,A2154
Irish_poetry,A2155
Irish_theatre,A2156
Iron,A2157
Iron%28III%29_chloride,A2158
Iron_Age,A2159
Iron_Maiden,A2160
Iron_Mike,A2161
Irrigation,A2162
Isaac,A2163
Isaac_Asimov,A2164
Isaac_Brock,A2165
Isaac_Newton,A2166
Isambard_Kingdom_Brunel,A2167
Isan,A2168
Ishango_bone,A2169
Isis,A2170
Islam,A2171
Islamic_republic,A2172
Island_Fox,A2173
Isle_of_Man,A2174
