From_ArticleID,To_ArticleID
A1386,A1464
A1386,A1465
A1386,A1508
A1386,A1550
A1386,A1551
A1386,A1569
A1386,A1572
A1386,A1598
A1386,A1659
A1386,A1674
A1386,A1688
A1386,A1692
A1386,A1695
A1386,A1773
A1386,A1794
A1386,A1823
A1386,A1882
A1386,A1904
A1386,A1909
A1386,A1911
A1386,A1939
A1386,A1947
A1386,A2111
A1386,A2116
A1386,A2150
A1386,A2153
A1386,A2160
A1386,A2167
A1386,A2171
A1386,A2175
A1386,A2184
A1386,A2215
A1386,A2224
A1386,A2244
A1386,A2265
A1386,A2272
A1386,A2278
A1386,A2344
A1386,A2379
A1386,A2391
A1386,A2418
A1386,A2435
A1386,A2437
A1386,A2479
A1386,A2485
A1386,A2526
A1386,A2539
A1386,A2541
A1386,A2632
A1386,A2733
A1386,A2762
A1386,A2763
A1386,A2767
A1386,A2928
A1386,A2956
A1386,A2968
A1386,A3006
A1386,A3009
A1386,A3015
A1386,A3018
A1386,A3022
A1386,A3025
A1386,A3038
A1386,A3054
A1386,A3065
A1386,A3106
A1386,A3138
A1386,A3322
A1386,A3325
A1386,A3335
A1386,A3373
A1386,A3399
A1386,A3425
A1386,A3462
A1386,A3465
A1386,A3471
A1386,A3495
A1386,A3507
A1386,A3508
A1386,A3531
A1386,A3540
A1386,A3558
A1386,A3563
A1386,A3565
A1386,A3571
A1386,A3608
A1386,A3655
A1386,A3657
A1386,A3668
A1386,A3675
A1386,A3711
A1386,A3735
A1386,A3765
A1386,A3774
A1386,A3830
A1386,A3834
A1386,A3892
A1386,A3905
A1386,A3962
A1386,A3994
A1386,A4023
A1386,A4041
A1386,A4059
A1386,A4092
A1386,A4119
A1386,A4145
A1386,A4149
A1386,A4181
A1386,A4183
A1386,A4294
A1386,A4360
A1386,A4397
A1386,A4414
A1386,A4448
A1386,A4456
A1386,A4473
A1386,A4494
A1386,A4499
A1386,A4505
A1386,A4511
A1386,A4515
A1386,A4519
A1386,A4521
A1386,A4574
A1387,A1386
A1387,A1598
A1387,A2006
A1387,A2150
A1387,A2192
A1387,A2227
A1387,A2430
A1387,A2918
A1387,A2919
A1387,A3322
A1387,A3558
A1387,A3655
A1387,A3830
A1387,A4294
A1387,A4397
A1388,A0153
A1388,A0243
A1388,A0378
A1388,A0509
A1388,A0691
A1388,A0713
A1388,A0854
A1388,A1240
A1388,A1569
A1388,A1598
A1388,A1773
A1388,A1813
A1388,A2080
A1388,A2082
A1388,A2176
A1388,A2539
A1388,A2918
A1388,A2919
A1388,A2938
A1388,A3015
A1388,A3160
A1388,A3278
A1388,A3322
A1388,A3422
A1388,A3434
A1388,A3483
A1388,A3508
A1388,A3810
A1388,A3831
A1388,A4294
A1388,A4473
A1388,A4505
A1388,A4543
A1389,A0263
A1389,A0264
A1389,A0305
A1389,A0320
A1389,A0654
A1389,A0863
A1389,A0908
A1389,A0916
A1389,A1325
A1389,A1368
A1389,A1402
A1389,A1882
A1389,A1911
A1389,A1912
A1389,A2672
A1389,A2680
A1389,A3312
A1389,A3530
A1389,A3864
A1389,A3867
A1389,A4116
A1389,A4122
A1389,A4414
A1390,A0013
A1390,A0057
A1390,A0116
A1390,A0222
A1390,A0267
A1390,A0290
A1390,A0394
A1390,A0395
A1390,A0463
A1390,A0546
A1390,A0566
A1390,A0661
A1390,A0695
A1390,A0696
A1390,A0698
A1390,A0699
A1390,A0701
A1390,A0768
A1390,A0769
A1390,A0772
A1390,A0833
A1390,A0835
A1390,A0854
A1390,A1227
A1390,A1243
A1390,A1268
A1390,A1386
A1390,A1416
A1390,A1440
A1390,A1471
A1390,A1483
A1390,A1504
A1390,A1598
A1390,A1692
A1390,A1695
A1390,A1697
A1390,A1703
A1390,A1773
A1390,A1804
A1390,A1812
A1390,A1825
A1390,A1841
A1390,A1938
A1390,A2003
A1390,A2099
A1390,A2133
A1390,A2150
A1390,A2174
A1390,A2178
A1390,A2206
A1390,A2227
A1390,A2238
A1390,A2331
A1390,A2349
A1390,A2362
A1390,A2411
A1390,A2418
A1390,A2420
A1390,A2450
A1390,A2458
A1390,A2526
A1390,A2618
A1390,A2625
A1390,A2669
A1390,A2699
A1390,A2831
A1390,A2916
A1390,A2935
A1390,A2956
A1390,A2965
A1390,A2985
A1390,A3018
A1390,A3054
A1390,A3137
A1390,A3156
A1390,A3197
A1390,A3224
A1390,A3249
A1390,A3251
A1390,A3257
A1390,A3282
A1390,A3375
A1390,A3471
A1390,A3575
A1390,A3589
A1390,A3591
A1390,A3593
A1390,A3595
A1390,A3606
A1390,A3655
A1390,A3657
A1390,A3733
A1390,A3745
A1390,A3794
A1390,A3804
A1390,A3807
A1390,A3808
A1390,A3834
A1390,A3860
A1390,A3968
A1390,A3989
A1390,A3999
A1390,A4039
A1390,A4061
A1390,A4212
A1390,A4261
A1390,A4281
A1390,A4294
A1390,A4297
A1390,A4298
A1390,A4306
A1390,A4310
A1390,A4365
A1390,A4397
A1390,A4505
A1390,A4543
A1390,A4588
A1390,A4596
A1391,A1368
A1391,A2512
A1391,A4499
A1392,A0186
A1392,A0320
A1392,A0604
A1392,A1317
A1392,A1386
A1392,A2037
A1392,A2539
A1392,A2540
A1392,A3494
A1392,A4183
A1393,A0201
A1393,A0531
A1393,A0544
A1393,A0549
A1393,A0695
A1393,A0737
A1393,A0860
A1393,A0916
A1393,A1099
A1393,A1137
A1393,A1272
A1393,A1386
A1393,A1390
A1393,A1434
A1393,A1453
A1393,A1461
A1393,A1569
A1393,A1677
A1393,A1911
A1393,A1997
A1393,A2150
A1393,A2155
A1393,A2216
A1393,A2257
A1393,A2278
A1393,A2418
A1393,A3054
A1393,A3283
A1393,A3340
A1393,A3465
A1393,A3539
A1393,A3563
A1393,A3608
A1393,A3655
A1393,A3660
A1393,A3830
A1393,A3984
A1393,A4122
A1393,A4294
A1393,A4298
A1393,A4368
A1393,A4397
A1393,A4404
A1393,A4505
A1393,A4542
A1394,A0206
A1394,A0714
A1394,A0779
A1394,A1386
A1394,A2184
A1394,A2227
A1394,A2877
A1394,A2938
A1394,A2956
A1394,A3286
A1394,A3558
A1394,A3830
A1394,A3969
A1394,A4269
A1394,A4298
A1394,A4415
A1394,A4543
A1395,A0584
A1395,A1201
A1395,A1295
A1395,A1384
A1395,A1448
A1395,A1766
A1395,A1880
A1395,A2166
A1395,A2210
A1395,A2287
A1395,A2466
A1395,A3395
A1395,A3778
A1395,A3892
A1395,A4108
A1395,A4109
A1395,A4536
A1396,A0349
A1396,A0584
A1396,A0585
A1396,A0587
A1396,A0661
A1396,A0801
A1396,A0874
A1396,A0942
A1396,A1295
A1396,A1725
A1396,A2069
A1396,A2425
A1396,A2746
A1396,A3043
A1396,A3245
A1396,A3303
A1396,A3444
A1396,A4422
A1396,A4428
A1397,A0382
A1397,A0438
A1397,A0839
A1397,A1118
A1397,A1426
A1397,A2067
A1397,A2068
A1397,A2759
A1397,A2800
A1397,A3123
A1397,A3366
A1398,A0129
A1398,A0284
A1398,A0325
A1398,A0358
A1398,A0378
A1398,A0394
A1398,A0486
A1398,A0529
A1398,A0941
A1398,A0942
A1398,A1026
A1398,A1333
A1398,A1434
A1398,A1520
A1398,A1562
A1398,A1799
A1398,A1936
A1398,A2099
A1398,A2628
A1398,A2721
A1398,A3012
A1398,A3059
A1398,A3141
A1398,A3142
A1398,A3251
A1398,A3265
A1398,A3805
A1398,A4298
A1398,A4463
A1399,A0176
A1399,A0183
A1399,A0242
A1399,A0243
A1399,A0374
A1399,A1040
A1399,A2590
A1400,A0365
A1400,A0477
A1400,A0526
A1400,A0582
A1400,A0612
A1400,A0657
A1400,A0816
A1400,A0837
A1400,A0899
A1400,A0997
A1400,A1039
A1400,A1093
A1400,A1109
A1400,A1205
A1400,A1417
A1400,A1434
A1400,A1490
A1400,A1541
A1400,A2139
A1400,A2308
A1400,A2563
A1400,A2615
A1400,A2636
A1400,A2658
A1400,A2730
A1400,A2748
A1400,A3036
A1400,A3094
A1400,A3155
A1400,A3167
A1400,A3548
A1400,A3586
A1400,A3652
A1400,A3699
A1400,A3728
A1400,A3800
A1400,A3805
A1400,A3880
A1400,A3934
A1400,A3993
A1400,A4002
A1400,A4262
A1400,A4298
A1400,A4417
A1400,A4441
A1401,A0362
A1401,A0436
A1401,A0573
A1401,A1173
A1401,A1997
A1401,A2738
A1401,A3046
A1401,A3282
A1401,A3936
A1402,A0263
A1402,A0264
A1402,A0305
A1402,A0320
A1402,A0654
A1402,A0908
A1402,A0916
A1402,A1175
A1402,A1186
A1402,A1292
A1402,A1368
A1402,A1389
A1402,A1773
A1402,A1911
A1402,A2150
A1402,A2242
A1402,A2264
A1402,A2672
A1402,A3178
A1402,A3312
A1402,A3530
A1402,A3531
A1402,A4116
A1402,A4298
A1403,A0221
A1403,A0862
A1403,A0885
A1403,A0927
A1403,A1313
A1403,A1379
A1403,A1538
A1403,A1565
A1403,A1652
A1403,A2267
A1403,A2425
A1403,A3343
A1403,A3362
A1403,A3412
A1403,A3422
A1403,A3496
A1403,A3756
A1403,A4276
A1403,A4298
A1403,A4300
A1403,A4301
A1403,A4451
A1403,A4543
A1404,A0129
A1404,A0266
A1404,A0381
A1404,A0427
A1404,A0461
A1404,A0685
A1404,A0768
A1404,A0892
A1404,A0953
A1404,A0960
A1404,A1026
A1404,A1092
A1404,A1102
A1404,A1180
A1404,A1569
A1404,A1598
A1404,A1619
A1404,A2099
A1404,A2419
A1404,A2458
A1404,A2506
A1404,A2864
A1404,A2985
A1404,A3217
A1404,A3323
A1404,A3579
A1404,A3703
A1404,A3756
A1404,A3830
A1404,A3834
A1404,A3918
A1404,A4068
A1404,A4149
A1404,A4294
A1404,A4297
A1404,A4298
A1404,A4310
A1405,A0039
A1405,A0872
A1405,A0970
A1405,A1160
A1405,A1352
A1405,A1494
A1405,A1713
A1405,A1995
A1405,A2507
A1405,A2606
A1405,A2740
A1405,A2782
A1405,A2958
A1405,A3123
A1405,A3202
A1405,A3218
A1405,A3329
A1405,A3600
A1405,A3969
A1405,A4134
A1405,A4286
A1405,A4339
A1405,A4558
A1406,A0290
A1406,A0364
A1406,A0427
A1406,A0594
A1406,A0635
A1406,A0636
A1406,A0683
A1406,A0769
A1406,A0780
A1406,A0805
A1406,A0939
A1406,A1120
A1406,A1386
A1406,A1569
A1406,A1818
A1406,A2065
A1406,A2184
A1406,A2227
A1406,A2309
A1406,A2429
A1406,A2539
A1406,A2665
A1406,A2829
A1406,A2963
A1406,A3177
A1406,A3247
A1406,A3399
A1406,A3459
A1406,A3648
A1406,A4041
A1406,A4092
A1406,A4177
A1406,A4298
A1406,A4397
A1407,A0378
A1407,A0450
A1407,A0777
A1407,A0885
A1407,A0936
A1407,A1686
A1407,A1778
A1407,A2008
A1407,A2080
A1407,A2632
A1407,A2660
A1407,A2963
A1407,A3592
A1407,A4120
A1407,A4298
A1408,A0062
A1408,A0364
A1408,A0374
A1408,A0755
A1408,A0849
A1408,A1160
A1408,A1169
A1408,A1282
A1408,A1381
A1408,A1643
A1408,A1766
A1408,A2023
A1408,A2371
A1408,A2953
A1408,A3259
A1408,A3276
A1408,A3643
A1408,A3792
A1408,A3830
A1408,A3872
A1408,A3940
A1408,A4017
A1408,A4425
A1409,A0085
A1409,A0129
A1409,A0140
A1409,A0150
A1409,A0162
A1409,A0188
A1409,A0241
A1409,A0266
A1409,A0312
A1409,A0552
A1409,A0666
A1409,A0698
A1409,A0728
A1409,A0729
A1409,A0738
A1409,A0768
A1409,A0792
A1409,A0844
A1409,A0851
A1409,A0908
A1409,A1002
A1409,A1058
A1409,A1102
A1409,A1177
A1409,A1216
A1409,A1288
A1409,A1333
A1409,A1390
A1409,A1404
A1409,A1421
A1409,A1569
A1409,A1597
A1409,A1619
A1409,A1697
A1409,A1783
A1409,A1815
A1409,A1816
A1409,A1872
A1409,A2007
A1409,A2119
A1409,A2171
A1409,A2331
A1409,A2450
A1409,A2458
A1409,A2464
A1409,A2505
A1409,A2506
A1409,A2516
A1409,A2594
A1409,A2617
A1409,A2623
A1409,A2678
A1409,A2698
A1409,A2699
A1409,A2707
A1409,A2843
A1409,A2864
A1409,A2916
A1409,A2956
A1409,A2983
A1409,A2985
A1409,A3115
A1409,A3165
A1409,A3323
A1409,A3403
A1409,A3447
A1409,A3473
A1409,A3531
A1409,A3575
A1409,A3579
A1409,A3589
A1409,A3631
A1409,A3634
A1409,A3664
A1409,A3688
A1409,A3703
A1409,A3733
A1409,A3795
A1409,A3804
A1409,A3830
A1409,A3921
A1409,A3924
A1409,A3930
A1409,A3968
A1409,A3999
A1409,A4061
A1409,A4064
A1409,A4149
A1409,A4163
A1409,A4253
A1409,A4281
A1409,A4294
A1409,A4297
A1409,A4298
A1409,A4454
A1409,A4543
A1409,A4569
A1409,A4588
A1409,A4596
A1410,A0039
A1410,A0129
A1410,A0221
A1410,A0225
A1410,A0885
A1410,A1092
A1410,A1191
A1410,A1379
A1410,A1386
A1410,A1461
A1410,A1482
A1410,A1501
A1410,A1521
A1410,A1538
A1410,A1613
A1410,A1695
A1410,A1752
A1410,A2092
A1410,A2184
A1410,A2195
A1410,A2207
A1410,A2216
A1410,A2331
A1410,A2419
A1410,A2767
A1410,A2913
A1410,A2934
A1410,A2963
A1410,A3132
A1410,A3160
A1410,A3530
A1410,A3830
A1410,A3902
A1410,A3903
A1410,A4023
A1410,A4083
A1410,A4177
A1410,A4202
A1410,A4298
A1410,A4505
A1410,A4542
A1410,A4543
A1411,A0175
A1411,A0382
A1411,A0388
A1411,A0766
A1411,A0783
A1411,A1282
A1411,A1386
A1411,A2190
A1411,A2829
A1411,A2833
A1411,A2958
A1411,A2965
A1411,A2981
A1411,A2998
A1411,A3123
A1411,A3354
A1411,A3368
A1411,A3574
A1411,A4214
A1411,A4312
A1412,A0942
A1412,A1642
A1412,A1766
A1412,A2204
A1412,A2602
A1412,A2857
A1412,A3224
A1412,A3425
A1412,A4381
A1412,A4438
A1413,A0123
A1413,A0129
A1413,A0394
A1413,A0499
A1413,A0509
A1413,A0513
A1413,A0621
A1413,A1246
A1413,A1333
A1413,A1388
A1413,A1505
A1413,A1569
A1413,A1695
A1413,A1794
A1413,A2184
A1413,A2464
A1413,A2625
A1413,A2877
A1413,A3011
A1413,A3160
A1413,A3497
A1413,A3538
A1413,A3552
A1413,A3558
A1413,A3760
A1413,A3916
A1413,A3955
A1413,A4252
A1413,A4253
A1413,A4519
A1413,A4542
A1413,A4543
A1414,A0325
A1414,A0328
A1414,A0769
A1414,A1773
A1414,A1799
A1414,A2081
A1414,A3568
A1414,A4312
A1414,A4463
A1415,A0268
A1415,A0309
A1415,A0813
A1415,A0816
A1415,A0904
A1415,A1390
A1415,A1520
A1415,A1602
A1415,A2121
A1415,A2418
A1415,A2628
A1415,A2809
A1415,A2909
A1415,A3012
A1415,A3054
A1415,A3483
A1415,A3571
A1415,A3652
A1415,A3657
A1416,A0070
A1416,A0129
A1416,A0332
A1416,A0358
A1416,A0444
A1416,A0573
A1416,A0685
A1416,A0704
A1416,A0726
A1416,A0864
A1416,A0895
A1416,A0897
A1416,A1007
A1416,A1026
A1416,A1099
A1416,A1313
A1416,A1390
A1416,A1423
A1416,A1511
A1416,A1569
A1416,A1598
A1416,A1653
A1416,A1692
A1416,A2038
A1416,A2145
A1416,A2227
A1416,A2360
A1416,A2411
A1416,A2420
A1416,A2479
A1416,A2505
A1416,A2521
A1416,A2594
A1416,A2748
A1416,A2985
A1416,A3042
A1416,A3180
A1416,A3282
A1416,A3313
A1416,A3314
A1416,A3371
A1416,A3415
A1416,A3571
A1416,A3651
A1416,A3834
A1416,A3875
A1416,A4018
A1416,A4163
A1416,A4181
A1416,A4297
A1416,A4336
A1416,A4388
A1416,A4415
A1416,A4543
A1417,A0204
A1417,A0477
A1417,A0583
A1417,A0824
A1417,A0837
A1417,A0923
A1417,A0960
A1417,A0997
A1417,A1419
A1417,A1541
A1417,A2424
A1417,A2440
A1417,A2441
A1417,A2508
A1417,A2518
A1417,A2658
A1417,A2717
A1417,A3094
A1417,A3262
A1417,A3548
A1417,A3681
A1417,A4425
A1417,A4528
A1418,A0025
A1418,A0039
A1418,A0372
A1418,A0378
A1418,A0449
A1418,A0706
A1418,A0722
A1418,A0908
A1418,A0962
A1418,A1102
A1418,A1175
A1418,A1180
A1418,A1292
A1418,A1390
A1418,A1433
A1418,A1440
A1418,A1511
A1418,A1692
A1418,A1695
A1418,A1939
A1418,A2080
A1418,A2083
A1418,A2159
A1418,A2171
A1418,A2245
A1418,A2421
A1418,A2506
A1418,A2524
A1418,A2847
A1418,A2909
A1418,A2938
A1418,A3065
A1418,A3286
A1418,A3531
A1418,A3568
A1418,A3571
A1418,A3816
A1418,A3969
A1418,A4020
A1418,A4149
A1418,A4365
A1418,A4541
A1419,A0107
A1419,A0177
A1419,A0230
A1419,A0293
A1419,A0438
A1419,A0536
A1419,A0560
A1419,A0685
A1419,A0769
A1419,A0780
A1419,A0800
A1419,A0801
A1419,A0919
A1419,A1214
A1419,A1563
A1419,A1569
A1419,A1603
A1419,A1610
A1419,A2001
A1419,A2066
A1419,A2067
A1419,A2099
A1419,A2486
A1419,A2728
A1419,A2751
A1419,A2978
A1419,A3123
A1419,A3137
A1419,A3197
A1419,A3217
A1419,A3218
A1419,A3235
A1419,A3279
A1419,A3332
A1419,A3366
A1419,A3781
A1419,A3926
A1419,A3928
A1419,A3932
A1419,A4294
A1419,A4371
A1419,A4425
A1419,A4516
A1419,A4564
A1420,A0126
A1420,A0337
A1420,A1099
A1420,A1297
A1420,A1656
A1420,A2029
A1420,A2093
A1420,A2356
A1420,A2425
A1420,A2678
A1420,A2717
A1420,A3226
A1420,A3298
A1420,A3299
A1420,A3371
A1420,A3775
A1420,A3778
A1420,A3890
A1420,A4331
A1420,A4406
A1421,A0020
A1421,A0051
A1421,A0059
A1421,A0119
A1421,A0129
A1421,A0140
A1421,A0188
A1421,A0266
A1421,A0312
A1421,A0341
A1421,A0446
A1421,A0552
A1421,A0553
A1421,A0646
A1421,A0666
A1421,A0698
A1421,A0728
A1421,A0729
A1421,A0738
A1421,A0768
A1421,A0792
A1421,A0844
A1421,A0847
A1421,A0851
A1421,A0895
A1421,A0908
A1421,A0968
A1421,A1002
A1421,A1058
A1421,A1102
A1421,A1177
A1421,A1216
A1421,A1251
A1421,A1288
A1421,A1333
A1421,A1390
A1421,A1404
A1421,A1409
A1421,A1434
A1421,A1440
A1421,A1547
A1421,A1569
A1421,A1597
A1421,A1619
A1421,A1697
A1421,A1783
A1421,A1794
A1421,A1815
A1421,A1816
A1421,A1882
A1421,A2007
A1421,A2147
A1421,A2171
A1421,A2178
A1421,A2184
A1421,A2242
A1421,A2245
A1421,A2293
A1421,A2331
A1421,A2374
A1421,A2432
A1421,A2434
A1421,A2450
A1421,A2458
A1421,A2464
A1421,A2505
A1421,A2506
A1421,A2516
A1421,A2594
A1421,A2617
A1421,A2623
A1421,A2625
A1421,A2698
A1421,A2699
A1421,A2707
A1421,A2713
A1421,A2714
A1421,A2763
A1421,A2770
A1421,A2843
A1421,A2864
A1421,A2916
A1421,A2983
A1421,A2985
A1421,A2989
A1421,A3011
A1421,A3065
A1421,A3066
A1421,A3207
A1421,A3323
A1421,A3388
A1421,A3402
A1421,A3403
A1421,A3447
A1421,A3473
A1421,A3530
A1421,A3540
A1421,A3575
A1421,A3579
A1421,A3589
A1421,A3634
A1421,A3664
A1421,A3688
A1421,A3703
A1421,A3733
A1421,A3780
A1421,A3795
A1421,A3804
A1421,A3830
A1421,A3921
A1421,A3928
A1421,A3968
A1421,A3981
A1421,A3999
A1421,A4061
A1421,A4149
A1421,A4163
A1421,A4170
A1421,A4253
A1421,A4281
A1421,A4293
A1421,A4294
A1421,A4297
A1421,A4298
A1421,A4346
A1421,A4454
A1421,A4569
A1421,A4588
A1421,A4596
A1422,A0268
A1422,A0582
A1422,A0904
A1422,A1220
A1422,A1421
A1422,A1767
A1422,A2628
A1422,A3410
A1422,A3652
A1423,A0129
A1423,A0794
A1423,A0933
A1423,A1118
A1423,A1333
A1423,A1390
A1423,A1434
A1423,A1548
A1423,A1653
A1423,A2145
A1423,A2411
A1423,A2732
A1423,A2763
A1423,A2929
A1423,A2930
A1423,A3012
A1423,A3197
A1423,A3412
A1423,A3461
A1423,A3539
A1423,A3634
A1423,A4137
A1423,A4205
A1424,A0025
A1424,A0242
A1424,A0312
A1424,A0364
A1424,A0367
A1424,A1425
A1424,A1609
A1424,A1669
A1424,A1794
A1424,A2691
A1424,A3347
A1425,A0025
A1425,A0168
A1425,A1154
A1425,A1424
A1425,A1669
A1425,A1766
A1425,A2536
A1425,A3386
A1426,A0268
A1426,A0438
A1426,A0839
A1426,A1118
A1426,A1610
A1426,A2800
A1426,A3096
A1426,A3240
A1426,A3262
A1426,A3652
A1427,A0243
A1427,A0312
A1427,A0362
A1427,A0436
A1427,A1333
A1427,A1734
A1427,A1882
A1427,A2147
A1427,A2163
A1427,A2171
A1427,A2293
A1427,A2374
A1427,A2738
A1427,A2867
A1427,A3207
A1427,A3208
A1427,A3634
A1427,A3936
A1427,A3981
A1427,A4142
A1427,A4256
A1428,A0268
A1428,A0358
A1428,A0582
A1428,A0591
A1428,A0592
A1428,A0816
A1428,A0904
A1428,A1434
A1428,A3652
A1429,A0268
A1429,A0326
A1429,A0582
A1429,A0591
A1429,A0592
A1429,A0755
A1429,A0904
A1429,A1239
A1429,A1434
A1429,A1538
A1429,A1773
A1429,A1778
A1429,A2150
A1429,A2227
A1429,A3652
A1429,A4039
A1430,A0268
A1430,A0358
A1430,A0470
A1430,A0582
A1430,A0591
A1430,A0593
A1430,A0816
A1430,A0904
A1430,A1386
A1430,A1434
A1430,A1566
A1430,A1739
A1430,A3120
A1430,A3652
A1431,A0129
A1431,A0268
A1431,A0358
A1431,A0582
A1431,A0816
A1431,A0904
A1431,A1434
A1431,A1603
A1431,A2140
A1431,A2198
A1431,A3120
A1431,A3469
A1431,A3652
A1431,A3681
A1431,A4005
A1432,A0129
A1432,A0268
A1432,A0582
A1432,A0591
A1432,A0592
A1432,A0816
A1432,A0895
A1432,A0904
A1432,A1386
A1432,A1434
A1432,A1475
A1432,A1695
A1432,A1773
A1432,A2150
A1432,A2956
A1432,A3274
A1432,A3652
A1432,A3655
A1432,A4394
A1433,A0246
A1433,A0401
A1433,A0459
A1433,A0545
A1433,A0726
A1433,A0793
A1433,A0961
A1433,A1102
A1433,A1110
A1433,A1115
A1433,A1180
A1433,A1418
A1433,A1434
A1433,A1438
A1433,A1440
A1433,A1511
A1433,A1569
A1433,A1581
A1433,A1593
A1433,A1695
A1433,A1794
A1433,A1808
A1433,A2038
A1433,A2184
A1433,A2227
A1433,A2362
A1433,A2421
A1433,A2479
A1433,A2524
A1433,A2574
A1433,A2625
A1433,A2676
A1433,A2707
A1433,A2813
A1433,A2827
A1433,A2956
A1433,A3286
A1433,A3323
A1433,A3335
A1433,A3403
A1433,A3471
A1433,A3538
A1433,A3615
A1433,A3759
A1433,A3760
A1433,A3830
A1433,A3969
A1433,A4294
A1433,A4298
A1433,A4345
A1434,A0020
A1434,A0129
A1434,A0166
A1434,A0233
A1434,A0242
A1434,A0246
A1434,A0264
A1434,A0312
A1434,A0328
A1434,A0341
A1434,A0358
A1434,A0374
A1434,A0378
A1434,A0401
A1434,A0422
A1434,A0449
A1434,A0467
A1434,A0543
A1434,A0545
A1434,A0564
A1434,A0565
A1434,A0607
A1434,A0660
A1434,A0684
A1434,A0699
A1434,A0713
A1434,A0717
A1434,A0720
A1434,A0722
A1434,A0726
A1434,A0735
A1434,A0793
A1434,A0813
A1434,A0820
A1434,A0908
A1434,A0962
A1434,A1000
A1434,A1035
A1434,A1079
A1434,A1088
A1434,A1099
A1434,A1110
A1434,A1115
A1434,A1140
A1434,A1175
A1434,A1180
A1434,A1222
A1434,A1256
A1434,A1282
A1434,A1386
A1434,A1418
A1434,A1440
A1434,A1475
A1434,A1511
A1434,A1520
A1434,A1530
A1434,A1554
A1434,A1566
A1434,A1569
A1434,A1596
A1434,A1598
A1434,A1666
A1434,A1688
A1434,A1695
A1434,A1703
A1434,A1794
A1434,A1796
A1434,A1799
A1434,A1812
A1434,A1875
A1434,A1882
A1434,A1893
A1434,A1923
A1434,A1939
A1434,A1996
A1434,A1997
A1434,A2038
A1434,A2080
A1434,A2083
A1434,A2099
A1434,A2116
A1434,A2145
A1434,A2147
A1434,A2150
A1434,A2171
A1434,A2174
A1434,A2184
A1434,A2196
A1434,A2238
A1434,A2302
A1434,A2329
A1434,A2341
A1434,A2362
A1434,A2418
A1434,A2421
A1434,A2465
A1434,A2488
A1434,A2524
A1434,A2539
A1434,A2574
A1434,A2575
A1434,A2596
A1434,A2625
A1434,A2628
A1434,A2721
A1434,A2762
A1434,A2763
A1434,A2807
A1434,A2813
A1434,A2827
A1434,A2847
A1434,A2909
A1434,A2918
A1434,A2956
A1434,A3012
A1434,A3015
A1434,A3018
A1434,A3022
A1434,A3106
A1434,A3115
A1434,A3120
A1434,A3160
A1434,A3286
A1434,A3323
A1434,A3337
A1434,A3427
A1434,A3465
A1434,A3471
A1434,A3472
A1434,A3538
A1434,A3540
A1434,A3568
A1434,A3615
A1434,A3628
A1434,A3655
A1434,A3695
A1434,A3735
A1434,A3759
A1434,A3760
A1434,A3816
A1434,A3830
A1434,A3902
A1434,A3924
A1434,A3963
A1434,A3969
A1434,A3974
A1434,A3981
A1434,A4256
A1434,A4258
A1434,A4282
A1434,A4294
A1434,A4297
A1434,A4345
A1434,A4362
A1434,A4397
A1434,A4415
A1434,A4484
A1434,A4543
A1434,A4592
A1435,A0129
A1435,A0268
A1435,A0358
A1435,A0394
A1435,A0582
A1435,A0591
A1435,A0592
A1435,A0816
A1435,A0904
A1435,A1434
A1435,A2965
A1435,A3012
A1435,A3652
A1436,A0129
A1436,A0268
A1436,A0358
A1436,A0582
A1436,A0591
A1436,A0592
A1436,A0816
A1436,A0853
A1436,A0904
A1436,A1434
A1436,A2121
A1436,A3652
A1437,A0129
A1437,A0268
A1437,A0358
A1437,A0582
A1437,A0591
A1437,A0816
A1437,A0904
A1437,A1088
A1437,A1434
A1437,A1520
A1437,A3652
A1438,A0401
A1438,A0545
A1438,A0713
A1438,A0726
A1438,A0793
A1438,A1110
A1438,A1115
A1438,A1180
A1438,A1418
A1438,A1433
A1438,A1434
A1438,A1440
A1438,A1511
A1438,A1569
A1438,A1693
A1438,A1695
A1438,A1703
A1438,A1794
A1438,A2038
A1438,A2184
A1438,A2421
A1438,A2524
A1438,A2574
A1438,A2625
A1438,A2956
A1438,A3286
A1438,A3323
A1438,A3471
A1438,A3538
A1438,A3759
A1438,A3760
A1438,A3830
A1438,A3969
A1438,A4294
A1439,A0401
A1439,A0545
A1439,A0769
A1439,A0821
A1439,A0962
A1439,A0967
A1439,A0981
A1439,A1115
A1439,A1180
A1439,A1282
A1439,A1434
A1439,A1440
A1439,A1511
A1439,A1569
A1439,A1593
A1439,A1695
A1439,A1794
A1439,A2023
A1439,A2038
A1439,A2130
A1439,A2184
A1439,A2574
A1439,A2596
A1439,A2665
A1439,A2735
A1439,A2793
A1439,A2833
A1439,A2956
A1439,A3022
A1439,A3160
A1439,A3197
A1439,A3286
A1439,A3323
A1439,A3471
A1439,A3538
A1439,A3568
A1439,A3816
A1439,A3826
A1439,A3830
A1439,A3969
A1439,A3974
A1439,A4017
A1439,A4294
A1439,A4307
A1439,A4543
A1439,A4582
A1440,A0147
A1440,A0149
A1440,A0166
A1440,A0233
A1440,A0242
A1440,A0243
A1440,A0355
A1440,A0372
A1440,A0374
A1440,A0401
A1440,A0467
A1440,A0545
A1440,A0564
A1440,A0585
A1440,A0647
A1440,A0660
A1440,A0713
A1440,A0717
A1440,A0720
A1440,A0722
A1440,A0726
