From_Category,To_Category,Ratio_of_human_to_shortest
C0031,C0119,1.9322033898305087
C0031,C0120,1.5617283950617287
C0031,C0121,2.107142857142857
C0031,C0122,1.3333333333333335
C0031,C0123,1.75
C0031,C0124,1.6296296296296298
C0031,C0125,1.25
C0031,C0126,1.9641025641025638
C0031,C0127,1.6458333333333333
C0031,C0128,1.6296296296296295
C0031,C0129,1.9405797101449276
C0031,C0130,1.6999999999999997
C0031,C0131,2.666666666666667
C0031,C0132,1.9904761904761905
C0031,C0133,1.8574561403508771
C0031,C0134,1.7177777777777778
C0031,C0135,1.173611111111111
C0031,C0137,1.7023809523809523
C0031,C0138,2.3690476190476195
C0031,C0139,1.6833333333333336
C0031,C0140,2.46875
C0031,C0141,1.888888888888889
C0031,C0143,2.262820512820513
C0031,C0144,1.7656250000000002
C0031,C0145,1.425925925925926
C0031,C0146,1.7604166666666667
C0032,C0001,1.7817558299039782
C0032,C0002,2.0
C0032,C0003,2.0
C0032,C0004,1.4696969696969695
C0032,C0005,1.8444444444444446
C0032,C0006,1.3409090909090908
C0032,C0007,1.8458333333333332
C0032,C0008,1.5375816993464053
C0032,C0009,1.9019607843137252
C0032,C0010,2.251984126984127
C0032,C0011,1.3333333333333333
C0032,C0012,2.555555555555556
C0032,C0013,1.5833333333333335
C0032,C0014,1.6403508771929824
C0032,C0015,1.388888888888889
C0032,C0016,1.7771241830065356
C0032,C0017,2.0
C0032,C0019,2.0
C0032,C0023,1.75
C0032,C0026,1.6666666666666667
C0032,C0029,1.4166666666666665
C0032,C0031,1.388888888888889
C0032,C0032,1.0
C0032,C0033,1.0
C0032,C0034,1.4166666666666667
C0032,C0038,3.0
C0032,C0041,1.0416666666666667
C0032,C0042,2.111111111111111
C0032,C0045,1.5
C0032,C0049,1.4666666666666666
C0032,C0051,2.0714285714285716
C0032,C0052,1.5
C0032,C0053,1.6666666666666665
C0032,C0054,1.1666666666666665
C0032,C0055,1.25
C0032,C0056,1.7777777777777777
C0032,C0057,2.125
C0032,C0059,1.375
C0032,C0060,1.1666666666666665
C0032,C0062,1.0
C0032,C0064,1.0
C0032,C0065,1.5833333333333333
C0032,C0067,2.7
C0032,C0068,1.9888888888888892
C0032,C0070,1.0
C0032,C0072,1.0
C0032,C0073,1.6666666666666667
C0032,C0074,1.6666666666666667
C0032,C0075,1.3333333333333333
C0032,C0078,1.1458333333333333
C0032,C0079,2.3963963963963963
C0032,C0081,1.1666666666666665
C0032,C0083,1.5
C0032,C0085,1.0
C0032,C0088,1.6666666666666667
C0032,C0089,1.5
C0032,C0094,1.5
C0032,C0098,1.111111111111111
C0032,C0099,1.3333333333333333
C0032,C0100,1.6666666666666667
C0032,C0102,2.0
C0032,C0103,1.0
C0032,C0104,1.5
C0032,C0105,1.1666666666666667
C0032,C0107,1.3333333333333333
C0032,C0110,2.8333333333333335
C0032,C0111,1.3333333333333333
C0032,C0114,1.6666666666666667
C0032,C0115,1.0
C0032,C0117,1.8349206349206348
C0032,C0118,1.7575757575757576
C0032,C0119,1.724561403508772
C0032,C0120,1.3333333333333335
C0032,C0121,2.1666666666666665
C0032,C0123,1.0
C0032,C0126,3.0
C0032,C0129,1.645
C0032,C0131,1.0
C0032,C0133,3.5
C0032,C0134,1.8541666666666665
C0032,C0135,1.75
C0032,C0136,1.0
C0032,C0137,2.472222222222222
C0032,C0138,2.0
C0032,C0139,1.7142857142857142
C0032,C0140,1.6666666666666667
C0032,C0143,1.6666666666666665
C0032,C0144,1.7571428571428573
C0032,C0146,1.5
C0033,C0001,1.901997314535079
C0033,C0002,1.3333333333333335
C0033,C0003,1.5833333333333335
C0033,C0004,1.5614035087719298
C0033,C0005,1.5733333333333335
C0033,C0006,1.722222222222222
C0033,C0007,2.045022624434389
C0033,C0008,1.6092409240924093
C0033,C0009,1.4694444444444446
C0033,C0010,1.51
C0033,C0011,1.6111111111111114
C0033,C0012,1.0888888888888888
C0033,C0013,1.777777777777778
C0033,C0014,1.6255868544600933
C0033,C0015,1.9074074074074072
C0033,C0016,2.004505135387488
C0033,C0017,1.3333333333333335
C0033,C0019,1.6666666666666667
C0033,C0021,1.0
C0033,C0022,1.8333333333333335
C0033,C0023,2.3333333333333335
C0033,C0025,1.5
C0033,C0026,1.3333333333333335
C0033,C0028,2.3333333333333335
C0033,C0029,1.5
C0033,C0030,2.0
C0033,C0031,1.4393939393939394
C0033,C0032,1.9583333333333333
C0033,C0033,1.6666666666666665
C0033,C0034,1.5416666666666665
C0033,C0040,1.4444444444444444
C0033,C0041,1.3333333333333335
C0033,C0042,2.050618238021639
C0033,C0045,1.0833333333333333
C0033,C0046,1.5
C0033,C0047,1.0
C0033,C0048,3.0533333333333332
C0033,C0049,1.583333333333333
C0033,C0050,1.6666666666666667
C0033,C0051,1.3928571428571428
C0033,C0052,1.9166666666666665
C0033,C0053,1.9197530864197532
C0033,C0054,1.2333333333333334
C0033,C0055,1.2708333333333335
C0033,C0056,1.4583333333333333
C0033,C0057,1.5833333333333333
C0033,C0058,1.7777777777777777
C0033,C0059,1.6848484848484846
C0033,C0060,1.75
C0033,C0062,1.388888888888889
C0033,C0065,1.4285714285714284
C0033,C0067,1.28125
C0033,C0068,1.5555555555555556
C0033,C0069,1.5
C0033,C0070,1.5416666666666667
C0033,C0072,2.1666666666666665
C0033,C0073,1.4583333333333333
C0033,C0074,1.0
C0033,C0075,1.8
C0033,C0078,1.25
C0033,C0079,2.0
C0033,C0081,1.2777777777777777
C0033,C0083,1.6666666666666667
C0033,C0085,2.3333333333333335
C0033,C0086,2.5
C0033,C0087,2.0
C0033,C0090,1.3333333333333335
C0033,C0092,1.5
C0033,C0093,3.1666666666666665
C0033,C0094,1.6666666666666667
C0033,C0096,1.0
C0033,C0097,1.0
C0033,C0098,1.4583333333333333
C0033,C0099,2.3333333333333335
C0033,C0101,1.361111111111111
C0033,C0103,1.75
C0033,C0104,1.2499999999999998
C0033,C0105,1.7807017543859647
C0033,C0107,1.4444444444444446
C0033,C0108,1.601851851851852
C0033,C0109,1.4761904761904763
C0033,C0110,1.472222222222222
C0033,C0111,2.05
C0033,C0112,2.375
C0033,C0114,1.7575757575757578
C0033,C0115,1.875
C0033,C0116,1.6666666666666667
C0033,C0117,2.028635014836795
C0033,C0118,1.6208333333333336
C0033,C0119,1.5749999999999997
C0033,C0120,1.5925925925925926
C0033,C0121,1.3333333333333333
C0033,C0122,1.75
C0033,C0123,1.25
C0033,C0126,1.3166666666666667
C0033,C0128,1.1666666666666665
C0033,C0129,1.1
C0033,C0130,1.375
C0033,C0132,2.3333333333333335
C0033,C0133,1.6
C0033,C0134,1.5333333333333332
C0033,C0135,1.618421052631579
C0033,C0137,2.050882658359294
C0033,C0139,1.593137254901961
C0033,C0140,1.6666666666666667
C0033,C0141,2.0
C0033,C0142,1.4791666666666667
C0033,C0143,1.6111111111111114
C0033,C0144,1.8611111111111114
C0033,C0145,1.5
C0033,C0146,1.5
C0034,C0001,1.7329516539440182
C0034,C0002,2.229166666666667
C0034,C0003,1.942982456140351
C0034,C0004,1.7281746031746035
C0034,C0005,1.6613756613756614
C0034,C0006,1.7500000000000004
C0034,C0007,1.8627450980392155
C0034,C0008,1.6316823899371062
C0034,C0009,1.7049549549549547
C0034,C0010,1.5641025641025643
C0034,C0011,1.8882978723404256
C0034,C0012,1.4666666666666666
C0034,C0013,1.6777777777777778
C0034,C0014,1.629120879120879
C0034,C0015,1.5952380952380953
C0034,C0016,1.7962499999999995
C0034,C0017,2.229166666666667
C0034,C0019,1.864583333333333
C0034,C0020,2.3333333333333335
C0034,C0021,1.6666666666666667
C0034,C0022,1.777777777777778
C0034,C0023,2.513888888888889
C0034,C0024,1.5
C0034,C0026,1.5333333333333334
C0034,C0027,1.25
C0034,C0028,2.1666666666666665
C0034,C0029,2.083333333333333
C0034,C0030,1.3
C0034,C0031,1.5294117647058822
C0034,C0032,1.111111111111111
C0034,C0033,1.8452380952380951
C0034,C0034,1.6625
C0034,C0035,1.5
C0034,C0036,3.1666666666666665
C0034,C0037,2.1666666666666665
C0034,C0038,1.9545454545454546
C0034,C0039,2.0625
C0034,C0040,1.986111111111111
C0034,C0041,1.6363636363636365
C0034,C0042,1.9339080459770115
C0034,C0043,1.75
C0034,C0044,1.3333333333333333
C0034,C0045,1.3333333333333335
C0034,C0046,1.3055555555555556
C0034,C0047,1.9583333333333333
C0034,C0048,1.5
C0034,C0049,1.4626436781609198
C0034,C0051,1.7666666666666666
C0034,C0052,2.4166666666666665
C0034,C0053,1.6231060606060608
C0034,C0054,1.4924242424242422
C0034,C0055,1.5138888888888886
C0034,C0056,1.6851851851851853
C0034,C0057,1.7878787878787876
C0034,C0058,1.8750000000000004
C0034,C0059,1.6726190476190477
C0034,C0060,1.888888888888889
C0034,C0061,1.5
C0034,C0062,1.5541666666666667
C0034,C0063,2.7777777777777772
C0034,C0064,1.4166666666666665
C0034,C0065,1.6805555555555556
C0034,C0066,1.5833333333333335
C0034,C0067,1.8055555555555554
C0034,C0068,1.851851851851852
C0034,C0069,1.5
C0034,C0070,1.6071428571428572
C0034,C0071,1.0
C0034,C0073,1.6666666666666667
C0034,C0074,1.5555555555555556
C0034,C0075,1.8
C0034,C0076,1.25
C0034,C0077,1.222222222222222
C0034,C0078,1.5482456140350878
C0034,C0079,1.4833333333333334
C0034,C0080,2.083333333333333
C0034,C0081,1.1916666666666667
C0034,C0082,2.6666666666666665
C0034,C0083,1.8333333333333335
C0034,C0084,1.3333333333333333
C0034,C0085,1.5476190476190477
C0034,C0087,1.9469696969696968
C0034,C0088,1.55
C0034,C0089,1.6249999999999998
C0034,C0090,1.4833333333333334
C0034,C0091,1.7976190476190474
C0034,C0092,1.0
C0034,C0093,2.0
C0034,C0095,1.1875
C0034,C0096,1.25
C0034,C0097,1.2777777777777777
C0034,C0098,1.575
C0034,C0099,2.111111111111111
C0034,C0100,2.5555555555555554
C0034,C0101,1.1666666666666667
C0034,C0102,2.1018518518518516
C0034,C0103,1.9523809523809523
C0034,C0104,1.5833333333333333
C0034,C0105,1.4848484848484846
C0034,C0106,1.5
C0034,C0107,1.5833333333333335
C0034,C0108,1.1666666666666667
C0034,C0109,1.5555555555555554
C0034,C0110,1.4166666666666667
C0034,C0111,1.666666666666667
C0034,C0112,1.388888888888889
C0034,C0113,1.3333333333333333
C0034,C0114,1.2499999999999998
C0034,C0115,1.875
C0034,C0116,1.3333333333333333
C0034,C0117,1.9462406015037592
C0034,C0118,1.5862068965517242
C0034,C0119,1.6650641025641024
C0034,C0120,1.366666666666667
C0034,C0121,1.7857142857142858
C0034,C0122,1.7356321839080457
C0034,C0123,1.4583333333333335
C0034,C0125,1.625
C0034,C0126,2.1818181818181817
C0034,C0127,1.6666666666666667
C0034,C0128,1.25
C0034,C0129,1.9725490196078435
C0034,C0130,1.7215686274509805
C0034,C0131,1.1666666666666665
C0034,C0132,1.7361111111111112
C0034,C0133,1.9675925925925926
C0034,C0134,2.255555555555556
C0034,C0135,2.3141025641025643
C0034,C0136,1.625
C0034,C0137,1.7992424242424243
C0034,C0138,1.7727272727272727
C0034,C0139,1.5315315315315317
C0034,C0140,1.5476190476190477
C0034,C0141,1.6666666666666667
C0034,C0142,1.1666666666666665
C0034,C0143,1.577777777777778
C0034,C0144,1.5694444444444444
C0034,C0145,1.75
C0034,C0146,1.9
C0035,C0001,1.6347556528081695
C0035,C0002,1.1666666666666665
C0035,C0003,1.8571428571428572
C0035,C0004,1.6979166666666667
C0035,C0005,1.4027777777777775
C0035,C0006,1.863636363636364
C0035,C0007,1.820707070707071
C0035,C0008,1.555376344086021
C0035,C0009,1.6388888888888886
C0035,C0010,1.5576923076923077
C0035,C0011,2.1547619047619047
C0035,C0012,1.4375
C0035,C0013,1.75
C0035,C0014,1.5068027210884354
C0035,C0015,1.7727272727272725
C0035,C0016,1.6927609427609431
C0035,C0017,1.1666666666666665
C0035,C0019,1.3333333333333333
C0035,C0020,1.6666666666666665
C0035,C0021,1.0
C0035,C0022,2.444444444444444
C0035,C0023,1.6666666666666667
C0035,C0024,1.25
C0035,C0026,1.0
C0035,C0028,2.033333333333333
C0035,C0029,1.3333333333333333
C0035,C0031,1.6964285714285712
C0035,C0032,1.1666666666666665
C0035,C0033,1.8833333333333333
C0035,C0034,2.058333333333333
C0035,C0035,1.6666666666666665
C0035,C0036,2.0
C0035,C0037,1.9
C0035,C0039,1.5555555555555556
C0035,C0040,2.5555555555555554
C0035,C0041,2.0000000000000004
C0035,C0042,1.7916666666666667
C0035,C0043,1.875
C0035,C0045,1.777777777777778
C0035,C0046,1.25
C0035,C0047,1.0
C0035,C0049,1.4285714285714286
C0035,C0050,1.5
C0035,C0051,1.6842105263157894
C0035,C0052,1.6960784313725488
C0035,C0053,1.404040404040404
C0035,C0054,1.388888888888889
C0035,C0055,1.4444444444444444
C0035,C0056,1.619047619047619
C0035,C0057,1.8333333333333333
C0035,C0058,1.6428571428571428
C0035,C0059,2.072916666666667
C0035,C0061,1.375
C0035,C0062,1.3174603174603174
C0035,C0064,2.75
C0035,C0065,1.6354166666666667
C0035,C0067,1.7307692307692304
C0035,C0068,1.65625
C0035,C0070,1.4166666666666665
C0035,C0072,2.0
C0035,C0073,1.3095238095238098
C0035,C0074,1.5555555555555556
C0035,C0075,1.2777777777777777
C0035,C0076,1.8333333333333333
C0035,C0078,1.361111111111111
C0035,C0079,1.3333333333333333
C0035,C0081,1.5
C0035,C0082,1.3333333333333335
C0035,C0083,3.833333333333333
C0035,C0084,2.0
C0035,C0086,1.25
C0035,C0087,2.0
C0035,C0088,1.8333333333333333
C0035,C0090,1.0
C0035,C0091,1.0
C0035,C0092,1.3333333333333333
C0035,C0094,1.6666666666666667
C0035,C0095,1.3333333333333333
C0035,C0097,1.5
C0035,C0098,1.5595238095238095
C0035,C0102,2.6666666666666665
C0035,C0103,1.1666666666666665
C0035,C0104,1.3333333333333333
C0035,C0105,1.3888888888888888
C0035,C0107,1.59375
C0035,C0108,1.4
C0035,C0109,1.1
C0035,C0110,1.2499999999999998
C0035,C0111,2.3333333333333335
C0035,C0113,1.4444444444444444
C0035,C0114,2.8333333333333335
C0035,C0115,1.0833333333333333
C0035,C0117,1.9276729559748427
C0035,C0118,1.4734848484848484
C0035,C0119,1.4444444444444444
C0035,C0120,1.2777777777777777
C0035,C0121,1.5
C0035,C0122,1.2499999999999998
C0035,C0123,1.6666666666666667
C0035,C0124,1.75
C0035,C0125,2.333333333333333
C0035,C0126,1.5833333333333333
C0035,C0128,1.1666666666666667
C0035,C0129,1.3518518518518519
C0035,C0130,1.5
C0035,C0131,1.8333333333333335
C0035,C0132,1.7142857142857142
C0035,C0133,2.75
C0035,C0134,2.1875
C0035,C0135,1.3229166666666665
C0035,C0138,1.4166666666666665
C0035,C0139,1.4114583333333333
C0035,C0140,1.65
C0035,C0142,1.3541666666666667
C0035,C0143,1.6893939393939397
C0035,C0144,1.2083333333333333
C0035,C0145,1.0
C0035,C0146,1.4444444444444444
C0036,C0001,1.6510101010101015
C0036,C0002,2.0
C0036,C0004,1.3333333333333335
C0036,C0005,1.75
C0036,C0007,2.6562499999999996
C0036,C0008,1.5579710144927534
C0036,C0009,1.6602564102564101
C0036,C0010,1.2375
C0036,C0011,1.388888888888889
C0036,C0012,1.5
C0036,C0013,1.3333333333333333
C0036,C0014,1.5916666666666668
C0036,C0015,2.2083333333333335
C0036,C0016,1.722846441947566
C0036,C0017,2.0
C0036,C0028,1.3333333333333335
C0036,C0031,1.3333333333333335
C0036,C0040,2.222222222222222
C0036,C0042,2.5740740740740744
C0036,C0047,6.0
C0036,C0049,1.6666666666666667
C0036,C0052,1.1666666666666667
C0036,C0053,1.3333333333333333
C0036,C0054,1.8333333333333333
C0036,C0055,1.5333333333333332
C0036,C0056,1.0
C0036,C0057,2.25
C0036,C0058,2.0
C0036,C0063,1.3333333333333333
C0036,C0065,1.9166666666666667
C0036,C0067,2.066666666666667
C0036,C0068,1.0
C0036,C0070,1.25
C0036,C0073,1.0
C0036,C0078,1.2375
C0036,C0081,1.5
C0036,C0083,1.6666666666666667
C0036,C0084,1.0
C0036,C0085,1.6666666666666667
C0036,C0088,1.3333333333333333
C0036,C0092,1.0
C0036,C0096,1.0
C0036,C0098,1.3333333333333333
C0036,C0102,2.3333333333333335
C0036,C0105,1.0
C0036,C0109,1.125
C0036,C0113,1.5
C0036,C0114,1.6666666666666667
C0036,C0115,4.0
C0036,C0117,2.2499999999999996
C0036,C0118,1.611111111111111
C0036,C0119,1.5320512820512822
C0036,C0122,1.3333333333333333
C0036,C0124,2.0
C0036,C0126,2.066666666666667
C0036,C0129,1.3333333333333333
C0036,C0132,1.3333333333333333
C0036,C0133,2.433333333333333
C0036,C0135,1.0
C0036,C0137,2.9166666666666665
C0036,C0138,1.125
C0036,C0139,1.7196969696969697
C0036,C0140,1.5
C0036,C0142,1.1666666666666665
C0036,C0143,1.3333333333333333
C0036,C0144,1.5510204081632657
C0036,C0146,1.5531914893617025
C0037,C0001,1.6247624477384999
C0037,C0002,1.75
C0037,C0003,1.3333333333333333
C0037,C0004,1.8240740740740737
C0037,C0005,1.609848484848485
C0037,C0006,1.8971193415637866
C0037,C0007,1.5682326621923934
C0037,C0008,1.59375
C0037,C0009,1.4211886304909567
C0037,C0010,1.803921568627451
C0037,C0011,2.1136363636363638
C0037,C0012,1.8717948717948718
C0037,C0013,1.3571428571428572
C0037,C0014,1.5054945054945053
C0037,C0015,1.644607843137255
C0037,C0016,1.7867724867724877
C0037,C0017,1.75
C0037,C0019,1.0
C0037,C0020,1.4444444444444446
C0037,C0021,1.2857142857142858
C0037,C0022,1.3333333333333333
C0037,C0024,1.3333333333333333
C0037,C0028,2.047619047619048
C0037,C0030,2.0
C0037,C0031,1.6111111111111112
C0037,C0032,1.7083333333333333
C0037,C0034,1.8927083333333339
C0037,C0037,1.0
C0037,C0038,1.0
C0037,C0040,1.7777777777777777
C0037,C0041,1.0
C0037,C0042,1.659090909090909
C0037,C0044,1.0
C0037,C0045,1.2333333333333332
C0037,C0046,1.125
C0037,C0047,1.5
C0037,C0048,1.6666666666666667
C0037,C0049,1.5694444444444444
C0037,C0051,1.6428571428571428
C0037,C0052,1.5
C0037,C0053,1.5263157894736843
C0037,C0054,1.9166666666666667
C0037,C0055,1.5694444444444446
C0037,C0056,1.111111111111111
C0037,C0057,2.0
C0037,C0058,1.2222222222222223
C0037,C0059,1.875
C0037,C0062,1.7083333333333333
C0037,C0064,1.25
C0037,C0065,1.8333333333333333
C0037,C0067,2.3333333333333335
C0037,C0068,1.75
C0037,C0074,1.379166666666667
C0037,C0075,1.8888888888888888
C0037,C0076,1.75
C0037,C0079,1.6666666666666667
C0037,C0080,3.125
C0037,C0081,1.0
C0037,C0083,1.0
C0037,C0084,1.9375
C0037,C0085,1.0
C0037,C0087,1.375
C0037,C0088,1.0
C0037,C0089,1.5833333333333333
C0037,C0090,1.0
C0037,C0092,1.7142857142857142
C0037,C0093,1.1594202898550725
C0037,C0096,1.625
C0037,C0098,1.388888888888889
C0037,C0101,1.0
C0037,C0102,2.5
C0037,C0103,1.0
C0037,C0104,2.0
C0037,C0105,1.386666666666667
C0037,C0107,1.7156862745098038
C0037,C0108,1.6666666666666667
C0037,C0109,1.1333333333333333
C0037,C0110,4.0
C0037,C0111,1.5729166666666665
C0037,C0112,2.8333333333333335
C0037,C0115,2.1
C0037,C0116,1.5378787878787876
C0037,C0117,1.8016666666666665
C0037,C0118,1.6957364341085268
C0037,C0119,1.7954545454545452
C0037,C0120,1.1666666666666665
C0037,C0121,1.5833333333333333
C0037,C0122,1.375
C0037,C0123,1.6481481481481481
C0037,C0124,1.0
C0037,C0125,2.3333333333333335
C0037,C0129,1.5025252525252528
C0037,C0130,1.375
C0037,C0132,1.851851851851852
C0037,C0133,1.2
C0037,C0134,1.7142857142857142
C0037,C0135,1.5897435897435896
C0037,C0136,1.8761261261261266
C0037,C0137,2.002873563218391
C0037,C0138,1.25
C0037,C0139,1.5714285714285712
C0037,C0140,1.8141025641025643
C0037,C0143,2.444444444444444
C0037,C0144,1.7857142857142854
C0037,C0146,1.7777777777777777
C0038,C0001,1.7952102803738328
C0038,C0002,2.0
C0038,C0003,3.2222222222222228
C0038,C0004,1.6468253968253972
C0038,C0005,1.5158730158730156
C0038,C0006,1.4398148148148149
C0038,C0007,2.210093896713615
C0038,C0008,1.6925287356321843
C0038,C0009,2.012777777777778
C0038,C0010,1.9358974358974357
C0038,C0011,1.6848484848484846
C0038,C0012,2.4444444444444446
C0038,C0013,1.527777777777778
C0038,C0014,1.6188524590163935
C0038,C0015,1.8641975308641976
C0038,C0016,1.7501501501501509
C0038,C0017,2.0
C0038,C0019,2.0
C0038,C0020,3.7222222222222223
C0038,C0021,1.0
C0038,C0022,1.3333333333333333
C0038,C0028,1.6944444444444444
C0038,C0030,1.6041666666666665
C0038,C0031,1.6458333333333333
C0038,C0032,1.1666666666666665
C0038,C0033,1.6979166666666665
C0038,C0034,1.4
C0038,C0035,1.3333333333333333
C0038,C0036,1.0
C0038,C0037,1.0
C0038,C0038,2.5833333333333335
C0038,C0039,1.9523809523809523
C0038,C0040,1.6666666666666667
C0038,C0041,1.5714285714285714
C0038,C0042,1.9702380952380951
C0038,C0044,2.3333333333333335
C0038,C0048,1.6666666666666667
C0038,C0049,1.8863636363636365
C0038,C0050,1.2222222222222223
C0038,C0051,2.7777777777777772
C0038,C0052,2.3333333333333335
C0038,C0053,1.5972222222222223
C0038,C0054,1.3333333333333333
C0038,C0055,1.4166666666666667
C0038,C0056,1.3095238095238095
C0038,C0057,1.0
C0038,C0058,1.0666666666666667
C0038,C0059,1.25
C0038,C0060,1.5
C0038,C0061,1.4444444444444444
C0038,C0062,1.875
C0038,C0065,2.125
C0038,C0067,2.3541666666666665
C0038,C0068,1.0
C0038,C0069,1.0
C0038,C0070,1.8333333333333335
C0038,C0072,2.8
C0038,C0073,1.0
C0038,C0075,2.0
C0038,C0076,2.0
C0038,C0077,2.5
C0038,C0078,1.3333333333333333
C0038,C0079,2.0952380952380953
C0038,C0081,1.3333333333333333
C0038,C0084,1.9166666666666665
C0038,C0085,1.888888888888889
C0038,C0086,1.2
C0038,C0087,1.7916666666666667
C0038,C0088,1.0
C0038,C0092,1.6666666666666667
C0038,C0098,1.097222222222222
C0038,C0102,2.3541666666666665
C0038,C0103,1.8958333333333333
C0038,C0104,1.0
C0038,C0105,1.3958333333333335
C0038,C0107,1.4666666666666666
C0038,C0108,1.4166666666666667
C0038,C0109,1.1666666666666667
C0038,C0110,1.3333333333333333
C0038,C0111,1.6666666666666663
C0038,C0113,2.2666666666666666
C0038,C0115,2.444444444444444
C0038,C0117,1.8008196721311474
C0038,C0118,1.896825396825397
C0038,C0119,1.527777777777778
C0038,C0120,2.2857142857142856
C0038,C0121,2.7777777777777772
C0038,C0122,1.3055555555555556
C0038,C0123,1.111111111111111
C0038,C0124,1.0666666666666667
C0038,C0125,2.3214285714285716
C0038,C0126,2.4545454545454546
C0038,C0129,1.4307692307692306
C0038,C0130,2.5
C0038,C0132,1.0
C0038,C0133,1.9652777777777777
C0038,C0134,2.1136363636363638
C0038,C0135,1.2777777777777777
C0038,C0136,1.9333333333333331
C0038,C0138,1.625
C0038,C0139,1.851190476190476
C0038,C0140,2.1333333333333337
C0038,C0142,2.0
C0038,C0143,1.722222222222222
C0038,C0144,1.2638888888888888
C0038,C0145,1.6666666666666667
C0038,C0146,1.5555555555555556
C0039,C0001,1.775310410697229
C0039,C0002,5.333333333333333
C0039,C0003,1.6666666666666665
C0039,C0004,2.3205128205128207
C0039,C0005,1.656862745098039
C0039,C0006,1.5722222222222224
C0039,C0007,1.6843434343434343
C0039,C0008,1.7069444444444446
C0039,C0009,1.8157894736842106
C0039,C0010,1.6666666666666665
C0039,C0011,2.1428571428571432
C0039,C0012,1.7083333333333333
C0039,C0013,1.4
C0039,C0014,1.4666666666666666
C0039,C0015,1.7777777777777777
C0039,C0016,1.7551498127340825
C0039,C0017,5.333333333333333
C0039,C0020,1.6666666666666665
C0039,C0028,3.0
C0039,C0029,2.5
C0039,C0030,2.5
C0039,C0031,2.083333333333333
C0039,C0032,2.111111111111111
C0039,C0033,1.5
C0039,C0034,1.4166666666666667
C0039,C0035,1.6666666666666667
C0039,C0036,1.375
C0039,C0038,2.9166666666666665
C0039,C0041,2.6666666666666665
C0039,C0042,1.3645833333333333
C0039,C0043,2.0
C0039,C0044,1.5
C0039,C0045,1.0
C0039,C0046,1.3333333333333333
C0039,C0047,1.0
C0039,C0049,1.4761904761904763
C0039,C0051,1.6666666666666667
C0039,C0052,2.125
C0039,C0053,1.8015873015873014
C0039,C0054,1.5
C0039,C0055,2.25
C0039,C0056,1.4642857142857142
C0039,C0058,1.222222222222222
C0039,C0059,1.0
C0039,C0060,2.75
C0039,C0062,1.761904761904762
C0039,C0063,1.6666666666666667
C0039,C0065,1.7777777777777777
C0039,C0066,1.6666666666666667
C0039,C0067,1.375
C0039,C0068,2.083333333333333
C0039,C0076,1.6666666666666667
C0039,C0078,1.6666666666666665
C0039,C0081,2.2222222222222223
C0039,C0083,2.0
C0039,C0084,2.111111111111111
C0039,C0087,1.3333333333333333
C0039,C0089,1.4166666666666665
C0039,C0092,1.0
C0039,C0093,1.0
C0039,C0098,1.0
C0039,C0102,2.0
C0039,C0103,1.7333333333333332
C0039,C0104,1.3333333333333333
C0039,C0105,1.5
C0039,C0107,1.222222222222222
C0039,C0109,1.3333333333333333
C0039,C0111,2.125
C0039,C0113,1.75
C0039,C0114,1.3333333333333333
C0039,C0115,1.0
C0039,C0116,1.75
C0039,C0117,1.40625
C0039,C0118,1.7051282051282053
C0039,C0119,1.9403669724770645
C0039,C0120,1.4
C0039,C0122,2.0
C0039,C0123,2.25
C0039,C0124,1.222222222222222
C0039,C0127,2.0
C0039,C0128,1.25
C0039,C0129,1.0
C0039,C0130,1.375
C0039,C0132,1.1666666666666667
C0039,C0133,1.1666666666666665
C0039,C0134,1.6574074074074074
C0039,C0135,1.2850877192982457
C0039,C0136,1.222222222222222
C0039,C0137,1.6309523809523807
C0039,C0138,1.777777777777778
C0039,C0139,1.619047619047619
C0039,C0140,2.25
C0039,C0141,1.0
C0039,C0142,1.3333333333333333
C0039,C0143,1.5555555555555556
C0039,C0144,1.9591503267973858
C0039,C0145,3.3333333333333335
C0039,C0146,1.0
C0040,C0001,1.771357742181541
C0040,C0002,1.7777777777777777
C0040,C0003,2.555555555555556
C0040,C0004,1.9637681159420288
C0040,C0005,1.8245614035087718
C0040,C0006,2.2916666666666665
C0040,C0007,2.1333333333333333
C0040,C0008,1.637755102040816
C0040,C0009,1.7843137254901955
C0040,C0010,1.5555555555555556
C0040,C0011,1.486111111111111
C0040,C0012,1.5476190476190474
C0040,C0013,1.0
C0040,C0014,1.5545977011494254
C0040,C0015,1.7375000000000003
C0040,C0016,1.8077777777777784
C0040,C0017,1.7777777777777777
C0040,C0019,2.555555555555556
C0040,C0023,2.5
C0040,C0026,1.0
C0040,C0027,1.6666666666666667
C0040,C0028,2.3030303030303028
C0040,C0029,1.0
C0040,C0031,1.8125
C0040,C0033,2.0
C0040,C0034,2.0833333333333335
C0040,C0036,3.0
C0040,C0038,1.6730769230769231
C0040,C0039,3.1875
C0040,C0040,1.9523809523809523
C0040,C0041,1.45
C0040,C0042,1.7619047619047616
C0040,C0044,3.238095238095238
C0040,C0045,1.1666666666666667
C0040,C0049,1.541666666666667
C0040,C0051,1.9166666666666665
C0040,C0052,1.4523809523809523
C0040,C0053,1.4999999999999998
C0040,C0054,1.6428571428571428
C0040,C0055,2.0625
C0040,C0056,1.625
C0040,C0057,1.9166666666666665
C0040,C0058,1.7
C0040,C0059,1.4444444444444446
C0040,C0061,2.0
C0040,C0062,1.625
