Article_ID,Category_ID
A1640,C0023
A1641,C0044
A1642,C0143
A1643,C0144
A1644,C0034
A1645,C0034
A1646,C0035
A1647,C0135
A1648,C0142
A1649,C0107
A1650,C0005,C0124
A1651,C0135
A1652,C0026
A1653,C0044
A1654,C0035
A1655,C0132
A1656,C0132
A1657,C0053
A1658,C0098
A1659,C0053
A1660,C0129
A1661,C0054
A1662,C0049
A1663,C0055
A1664,C0053
A1665,C0062
A1666,C0059
A1667,C0056
A1668,C0059
A1669,C0012
A1670,C0100
A1671,C0099
A1672,C0074,C0101
A1673,C0110
A1674,C0110
A1675,C0107
A1676,C0109
A1677,C0085,C0110
A1678,C0102,C0127
A1679,C0102
A1680,C0102,C0127
A1681,C0102,C0125
A1682,C0101
A1683,C0102,C0128
A1684,C0102,C0128
A1685,C0109
A1686,C0109
A1687,C0051
A1688,C0005,C0122
A1689,C0110
A1690,C0109
A1691,C0070,C0072,C0114
A1692,C0081
A1693,C0073
A1694,C0139
A1695,C0005,C0122
A1696,C0071
A1697,C0005,C0120
A1698,C0115
A1699,C0053
A1700,C0135
A1701,C0137
A1702,C0135
A1703,C0056
A1704,C0130
A1705,C0108
A1706,C0135
A1707,C0085,C0103
A1708,C0033,C0066
A1709,C0054
A1710,C0062
A1711,C0052
A1712,C0056
A1713,C0141
A1714,C0034
A1715,C0089
A1716,C0020
A1717,C0044,C0045
A1718,C0144
A1719,C0144
A1720,C0144
A1721,C0144
A1722,C0031
A1723,C0054
A1724,C0028
A1725,C0028,C0052
A1726,C0022
A1727,C0086
A1728,C0144
A1729,C0125
A1730,C0096
A1731,C0079
A1732,C0043
A1733,C0055
A1734,C0111
A1735,C0139
A1736,C0138
A1737,C0022
A1738,C0129
A1739,C0129
A1740,C0049
A1741,C0134
A1742,C0062
A1743,C0041
A1744,C0079
A1745,C0129
A1746,C0105
A1747,C0106
A1748,C0135
A1749,C0137
A1750,C0053
A1751,C0100
A1752,C0031
A1753,C0031
A1754,C0062
A1755,C0055
A1756,C0062
A1757,C0033,C0035
A1758,C0033,C0035
A1759,C0062
A1760,C0046
A1761,C0048
A1762,C0060
A1763,C0073
A1764,C0042
A1765,C0083
A1766,C0143
A1767,C0135
A1768,C0134
A1769,C0041
A1770,C0129
A1771,C0057
A1772,C0129
A1773,C0031,C0067
A1774,C0129
A1775,C0144
A1776,C0129
A1777,C0129
A1778,C0054
A1779,C0064
A1780,C0065
A1781,C0033,C0065
A1782,C0144
A1783,C0062
A1784,C0054
A1785,C0129
A1786,C0129
A1787,C0033
A1788,C0056
A1789,C0144
A1790,C0134
A1791,C0134
A1792,C0135
A1793,C0115
A1794,C0005,C0122
A1795,C0072
A1796,C0112
A1797,C0129
A1798,C0052
A1799,C0005,C0062
A1800,C0108
A1801,C0099
A1802,C0089
A1803,C0041
A1804,C0005,C0121
A1805,C0135
A1806,C0012
A1807,C0109
A1808,C0005,C0121
A1809,C0005,C0057
A1810,C0055
A1811,C0005,C0121
A1812,C0056
A1813,C0096
A1814,C0019
A1815,C0005,C0120
A1816,C0005,C0120
A1817,C0039
A1818,C0087
A1819,C0054
A1820,C0129
A1821,C0140
A1822,C0087
A1823,C0103
A1824,C0096
A1825,C0005,C0121
A1826,C0055
A1827,C0060
A1828,C0085
A1829,C0110
A1830,C0133
A1831,C0144
A1832,C0144
A1833,C0144
A1834,C0144
A1835,C0144
A1836,C0144
A1837,C0133
A1838,C0049
A1839,C0032
A1840,C0020
A1841,C0079
A1842,C0144
A1843,C0068
A1844,C0033,C0126
A1845,C0133
A1846,C0139
A1847,C0005,C0121
A1848,C0105
A1849,C0134
A1850,C0044
A1851,C0053
A1852,C0071
A1853,C0065
A1854,C0056
A1855,C0056
A1856,C0098
A1857,C0055
A1858,C0126
A1859,C0066
A1860,C0049
A1861,C0045
A1862,C0047
A1863,C0020
A1864,C0105
A1865,C0105
A1866,C0129
A1867,C0084
A1868,C0109
A1869,C0042
A1870,C0098
A1871,C0139
A1872,C0098
A1873,C0129
A1874,C0129
A1875,C0129
A1876,C0034,C0045
A1877,C0144
A1878,C0133
A1879,C0050
A1880,C0143
A1881,C0065
A1882,C0081
A1883,C0056
A1884,C0053
A1885,C0065,C0098
A1886,C0098
A1887,C0136
A1888,C0114,C0144
A1889,C0139
A1890,C0065
A1891,C0031
A1892,C0129
A1893,C0053
A1894,C0136
A1895,C0092
A1896,C0086,C0110
A1897,C0104
A1898,C0091
A1899,C0096
A1900,C0098
A1901,C0102,C0126
A1902,C0102,C0126
A1903,C0102,C0126
A1904,C0102,C0126
A1905,C0110
A1906,C0092
A1907,C0096
A1908,C0097
A1909,C0103
A1910,C0091
A1911,C0102
A1912,C0102,C0125,C0126
A1913,C0102,C0126
A1914,C0102,C0126
A1915,C0103,C0128
A1916,C0133
A1917,C0133
A1918,C0065
A1919,C0098
A1920,C0044
A1921,C0109
A1922,C0144
A1923,C0132
A1924,C0108
A1925,C0098
A1926,C0070
A1927,C0070
A1928,C0069
A1929,C0129
A1930,C0130
A1931,C0129
A1932,C0088
A1933,C0137
A1934,C0082
A1935,C0107,C0126
A1936,C0055
A1937,C0088
A1938,C0081
A1939,C0115
A1940,C0089
A1941,C0099
A1942,C0135
A1943,C0092
A1944,C0105
A1945,C0067
A1946,C0071
A1947,C0126
A1948,C0071
A1949,C0115
A1950,C0068
A1951,C0068
A1952,C0068
A1953,C0068
A1954,C0059
A1955,C0065
A1956,C0068
A1957,C0068
A1958,C0071
A1959,C0071
A1960,C0071
A1961,C0071
A1962,C0073
A1963,C0068
A1964,C0071
A1965,C0068
A1966,C0068
A1967,C0073
A1968,C0068
A1969,C0073
A1970,C0071
A1971,C0073
A1972,C0073,C0076
A1973,C0031
A1974,C0027
A1975,C0024
A1976,C0070
A1977,C0017,C0068
A1978,C0073
A1979,C0137
A1980,C0067,C0143
A1981,C0067
A1982,C0068
A1983,C0071
A1984,C0030,C0079
A1985,C0068
A1986,C0068
A1987,C0068
A1988,C0070
A1989,C0047
A1990,C0067,C0068
A1991,C0105
A1992,C0055
A1993,C0033
A1994,C0081
A1995,C0139
A1996,C0068
A1997,C0110
A1998,C0037
A1999,C0135
A2000,C0005,C0121
A2001,C0042
A2002,C0134
A2003,C0005,C0123
A2004,C0034
A2005,C0046
A2006,C0101
A2007,C0049
A2008,C0135
A2009,C0032
A2010,C0033,C0040
A2011,C0129
A2012,C0129
A2013,C0031
A2014,C0022
A2015,C0062
A2016,C0032,C0034
A2017,C0084
A2018,C0057
A2019,C0080
A2020,C0054,C0062
A2021,C0144
A2022,C0144
A2023,C0145
A2024,C0054
A2025,C0103
A2026,C0135
A2027,C0133
A2028,C0023
A2029,C0029
A2030,C0113
A2031,C0027
A2032,C0101
A2033,C0040,C0133
A2034,C0135
A2035,C0094
A2036,C0059
A2037,C0126
A2038,C0005,C0122
A2039,C0133
A2040,C0133
A2041,C0061
A2042,C0061
A2043,C0064
A2044,C0061
A2045,C0061
A2046,C0061
A2047,C0064
A2048,C0061
A2049,C0061
A2050,C0061
A2051,C0064
A2052,C0061
A2053,C0064
A2054,C0061
A2055,C0061
A2056,C0061
A2057,C0064
A2058,C0062
A2059,C0061
A2060,C0064
A2061,C0061
A2062,C0061
A2063,C0101
A2064,C0063
A2065,C0056
A2066,C0138
A2067,C0139
A2068,C0138
A2069,C0059
A2070,C0135
A2071,C0134
A2072,C0130
A2073,C0033
A2074,C0034,C0076
A2075,C0034
A2076,C0116
A2077,C0088
A2078,C0065,C0107
A2079,C0138,C0143
A2080,C0052
A2081,C0045
A2082,C0054
A2083,C0005,C0122
A2084,C0059
A2085,C0130
A2086,C0099
A2087,C0114
A2088,C0059
A2089,C0103
A2090,C0130
A2091,C0098
A2092,C0083
A2093,C0104
A2094,C0075
A2095,C0070
A2096,C0017
A2097,C0065,C0068
A2098,C0022
A2099,C0005,C0123
A2100,C0027
A2101,C0054
A2102,C0129
A2103,C0035
A2104,C0055
A2105,C0047
A2106,C0031
A2107,C0105
A2108,C0139
A2109,C0065
A2110,C0005,C0123
A2111,C0081
A2112,C0130
A2113,C0142
A2114,C0055
A2115,C0065
A2116,C0068
A2117,C0019
A2118,C0012,C0040
A2119,C0019
A2120,C0056
A2121,C0134
A2122,C0133
A2123,C0076,C0142
A2124,C0020
A2125,C0133
A2126,C0076
A2127,C0029
A2128,C0081
A2129,C0025,C0031
A2130,C0145
A2131,C0023
A2132,C0029
A2133,C0030,C0079
A2134,C0078
A2135,C0029
A2136,C0143
A2137,C0070
A2138,C0073
A2139,C0028
A2140,C0136
A2141,C0019
A2142,C0139
A2143,C0070
A2144,C0056
A2145,C0005,C0124
A2146,C0063
A2147,C0005,C0124
A2148,C0070
A2149,C0073
A2150,C0005,C0122
A2151,C0126
A2152,C0139
A2153,C0056
A2154,C0063
A2155,C0085
A2156,C0086
A2157,C0059,C0139
A2158,C0138
A2159,C0065
A2160,C0090
A2161,C0071
A2162,C0028,C0054
A2163,C0107
A2164,C0110
A2165,C0101
A2166,C0093
A2167,C0096
A2168,C0055
A2169,C0066
A2170,C0111
A2171,C0115
A2172,C0031
A2173,C0135
A2174,C0056
A2175,C0056
A2176,C0056
A2177,C0143
A2178,C0005,C0124
A2179,C0054
A2180,C0053
A2181,C0017
A2182,C0072
A2183,C0089
A2184,C0005,C0122
A2185,C0098
A2186,C0141
A2187,C0129
A2188,C0126
A2189,C0098
A2190,C0096,C0128
A2191,C0110
A2192,C0092
A2193,C0110
A2194,C0020
A2195,C0110
A2196,C0135
A2197,C0048
A2198,C0129
A2199,C0108
A2200,C0098
A2201,C0125
A2202,C0092
A2203,C0097
A2204,C0055
A2205,C0091
A2206,C0005,C0121
A2207,C0041
A2208,C0109
A2209,C0105
A2210,C0093
A2211,C0097
A2212,C0099
A2213,C0105,C0109
A2214,C0102,C0125
A2215,C0102,C0125
A2216,C0110
A2217,C0109
A2218,C0110
A2219,C0109
A2220,C0091
A2221,C0106
A2222,C0093,C0096
A2223,C0053
A2224,C0110
A2225,C0084
A2226,C0091
A2227,C0005,C0123
A2228,C0082
A2229,C0074
A2230,C0021
A2231,C0057
A2232,C0041
A2233,C0089
A2234,C0104
A2235,C0073
A2236,C0111
A2237,C0104
A2238,C0056
A2239,C0056
A2240,C0058
A2241,C0108
A2242,C0107,C0111
A2243,C0038
A2244,C0034
A2245,C0063
A2246,C0017
A2247,C0137
A2248,C0109
A2249,C0095
A2250,C0101
A2251,C0107,C0126
A2252,C0098
A2253,C0103
A2254,C0103
A2255,C0110
A2256,C0096
A2257,C0093
A2258,C0103
A2259,C0049
A2260,C0107
A2261,C0109
A2262,C0035
A2263,C0097
A2264,C0107
A2265,C0092
A2266,C0100
A2267,C0109
A2268,C0073
A2269,C0096
A2270,C0105
A2271,C0105
A2272,C0104
A2273,C0096
A2274,C0105
A2275,C0022
A2276,C0108
A2277,C0086,C0110
A2278,C0110
A2279,C0101
A2280,C0110
A2281,C0107
A2282,C0109
A2283,C0092
A2284,C0110
A2285,C0105
A2286,C0102,C0126
A2287,C0100
A2288,C0098
A2289,C0057
A2290,C0126
A2291,C0108
A2292,C0098
A2293,C0005,C0124
A2294,C0058
A2295,C0035
A2296,C0110
A2297,C0103
A2298,C0105
A2299,C0085
A2300,C0069
A2301,C0097
A2302,C0115
A2303,C0039
A2304,C0098
A2305,C0073
A2306,C0061
A2307,C0043
A2308,C0042
A2309,C0146
A2310,C0112
A2311,C0059
A2312,C0031
A2313,C0073
A2314,C0051
A2315,C0042,C0137
A2316,C0129
A2317,C0129
A2318,C0135
A2319,C0062
A2320,C0055
A2321,C0070
A2322,C0053
A2323,C0096
A2324,C0105
A2325,C0104
A2326,C0055
A2327,C0070
A2328,C0074
A2329,C0005,C0123
A2330,C0091
A2331,C0005,C0120
A2332,C0055
A2333,C0129
A2334,C0053
A2335,C0091
A2336,C0110
A2337,C0049
A2338,C0063
A2339,C0128
A2340,C0084
A2341,C0053
A2342,C0049
A2343,C0082
A2344,C0065,C0126
A2345,C0041
A2346,C0041
A2347,C0057
A2348,C0063
A2349,C0057
A2350,C0129
A2351,C0017
A2352,C0133
A2353,C0024,C0115
A2354,C0055
A2355,C0105
A2356,C0113
A2357,C0055
A2358,C0099
A2359,C0129
A2360,C0005,C0123
A2361,C0055
A2362,C0005,C0122
A2363,C0034,C0070
A2364,C0055
A2365,C0037
A2366,C0134
A2367,C0139
A2368,C0031,C0071
A2369,C0055
A2370,C0085
A2371,C0144
A2372,C0103
A2373,C0133
A2374,C0005,C0124
A2375,C0058
A2376,C0103
A2377,C0028
A2378,C0005,C0123
A2379,C0092
A2380,C0073
A2381,C0068
A2382,C0051
A2383,C0061
A2384,C0090
A2385,C0049
A2386,C0073,C0145
A2387,C0049
A2388,C0054
A2389,C0057
A2390,C0054
A2391,C0056
A2392,C0049
A2393,C0049
A2394,C0049
A2395,C0049
A2396,C0062
A2397,C0054
A2398,C0054
A2399,C0054
A2400,C0049,C0054
A2401,C0051
A2402,C0055
A2403,C0049
A2404,C0049
A2405,C0055
A2406,C0108
A2407,C0036
A2408,C0022
A2409,C0059
A2410,C0059
A2411,C0081
A2412,C0139
A2413,C0005,C0123
A2414,C0104
A2415,C0053
A2416,C0062
A2417,C0116
A2418,C0081
A2419,C0051
A2420,C0082
A2421,C0005,C0122
A2422,C0091
A2423,C0108
A2424,C0137
A2425,C0029
A2426,C0044
A2427,C0139
A2428,C0029,C0125
A2429,C0088
A2430,C0139
A2431,C0138
A2432,C0031
A2433,C0033
A2434,C0005,C0124
A2435,C0056
A2436,C0043
A2437,C0056
A2438,C0097
A2439,C0044
A2440,C0042,C0137
A2441,C0137
A2442,C0137
A2443,C0133
A2444,C0144
A2445,C0110
A2446,C0105
A2447,C0092,C0096
A2448,C0100
A2449,C0056
A2450,C0005,C0120
A2451,C0130
A2452,C0042,C0137
A2453,C0061,C0073
A2454,C0055
A2455,C0031
A2456,C0031
A2457,C0031
A2458,C0005,C0120
A2459,C0031
A2460,C0027,C0044
A2461,C0065
A2462,C0031
A2463,C0049
A2464,C0005,C0120
A2465,C0005,C0122
A2466,C0132
A2467,C0143
A2468,C0065
A2469,C0086
A2470,C0034
A2471,C0053
A2472,C0049
A2473,C0051
A2474,C0053
A2475,C0036
A2476,C0036
A2477,C0116
A2478,C0012
A2479,C0082
A2480,C0038
A2481,C0129
A2482,C0094
A2483,C0095
A2484,C0078
A2485,C0135
A2486,C0133
A2487,C0141
A2488,C0053
A2489,C0049
A2490,C0115
A2491,C0055
A2492,C0062
A2493,C0053,C0073
A2494,C0053
A2495,C0098
A2496,C0062
A2497,C0057
A2498,C0067
A2499,C0051
A2500,C0045
A2501,C0062
A2502,C0023
A2503,C0062
A2504,C0021
A2505,C0054
A2506,C0031
A2507,C0139,C0140
A2508,C0042
A2509,C0054
A2510,C0073,C0128
A2511,C0060
A2512,C0102
A2513,C0143
A2514,C0107
A2515,C0054
A2516,C0054
A2517,C0027
A2518,C0042
A2519,C0054
A2520,C0027
A2521,C0080
A2522,C0139
A2523,C0138
A2524,C0005,C0122
A2525,C0084
A2526,C0056
A2527,C0047
A2528,C0035
A2529,C0056
A2530,C0098,C0126
A2531,C0031
A2532,C0031
A2533,C0059
A2534,C0056
A2535,C0081
A2536,C0113
A2537,C0019
A2538,C0049
A2539,C0056
A2540,C0033
A2541,C0035
A2542,C0056
A2543,C0034
A2544,C0038
A2545,C0129
A2546,C0129
A2547,C0042,C0137
A2548,C0032,C0126
A2549,C0037
A2550,C0107
A2551,C0025
A2552,C0041
A2553,C0062
A2554,C0048
A2555,C0065
A2556,C0108
A2557,C0103
A2558,C0105
A2559,C0103
A2560,C0099
A2561,C0098
A2562,C0062
A2563,C0137
A2564,C0040
A2565,C0092
A2566,C0104
A2567,C0103
A2568,C0074
A2569,C0144
A2570,C0144
A2571,C0133
A2572,C0049
A2573,C0139
A2574,C0005,C0122
A2575,C0053
A2576,C0133
A2577,C0109
A2578,C0035
A2579,C0053
A2580,C0048
A2581,C0035
A2582,C0035
A2583,C0036,C0056
A2584,C0036,C0056
A2585,C0036,C0056
A2586,C0036
A2587,C0055
A2588,C0086
A2589,C0102
A2590,C0053,C0065
A2591,C0051,C0065
A2592,C0076
A2593,C0062
A2594,C0005,C0120
A2595,C0085
A2596,C0053
A2597,C0018
A2598,C0129
A2599,C0049,C0058
A2600,C0043
A2601,C0035
A2602,C0059
A2603,C0126
A2604,C0139
A2605,C0142
A2606,C0142
A2607,C0129
A2608,C0065
A2609,C0105
A2610,C0043
A2611,C0105
A2612,C0130
A2613,C0137
A2614,C0068
A2615,C0133
A2616,C0062
A2617,C0005,C0120
A2618,C0005,C0123
A2619,C0126
A2620,C0126
A2621,C0107
A2622,C0005,C0123
A2623,C0005,C0120
A2624,C0129
A2625,C0005,C0122
A2626,C0055
A2627,C0130
A2628,C0135
A2629,C0130
A2630,C0062
A2631,C0043
A2632,C0056
A2633,C0047
A2634,C0063
A2635,C0139
A2636,C0042,C0137
A2637,C0071
A2638,C0012
A2639,C0055
A2640,C0126
A2641,C0098
A2642,C0019
A2643,C0105
A2644,C0054
A2645,C0049
A2646,C0108
A2647,C0107
A2648,C0110
A2649,C0097
A2650,C0108
A2651,C0105
A2652,C0105
A2653,C0056
A2654,C0012
A2655,C0134
A2656,C0094
A2657,C0038
A2658,C0042,C0137
A2659,C0098
A2660,C0110
A2661,C0033
A2662,C0108
A2663,C0019
A2664,C0075
A2665,C0146
A2666,C0145
A2667,C0145
A2668,C0053
A2669,C0057
A2670,C0073,C0074
A2671,C0127
A2672,C0107
A2673,C0105
A2674,C0109
A2675,C0108
A2676,C0005,C0121
A2677,C0103
A2678,C0031
A2679,C0102,C0125
A2680,C0102,C0125
A2681,C0102,C0125
A2682,C0110
A2683,C0127
A2684,C0110
A2685,C0049
A2686,C0035
A2687,C0030,C0048
A2688,C0130
A2689,C0138
A2690,C0012
A2691,C0012
A2692,C0126
A2693,C0012
A2694,C0110
A2695,C0143
A2696,C0092
A2697,C0059,C0062
A2698,C0005,C0120
A2699,C0005,C0120
A2700,C0065
A2701,C0070,C0074
A2702,C0093
A2703,C0099
A2704,C0142
A2705,C0065
A2706,C0112
A2707,C0120
A2708,C0049
A2709,C0090
A2710,C0059
A2711,C0133
A2712,C0012
A2713,C0042
A2714,C0115
A2715,C0143
A2716,C0070
A2717,C0133
A2718,C0126
A2719,C0083,C0126
A2720,C0089,C0126
A2721,C0054
A2722,C0038
A2723,C0139
A2724,C0055
A2725,C0057
A2726,C0139
A2727,C0056
A2728,C0133
A2729,C0131
A2730,C0137
A2731,C0138
A2732,C0022,C0031
A2733,C0126
A2734,C0139
A2735,C0146
A2736,C0062
A2737,C0080
A2738,C0065
A2739,C0063
A2740,C0140
A2741,C0141
A2742,C0059
A2743,C0144
A2744,C0144
A2745,C0061
A2746,C0052
A2747,C0144
A2748,C0005,C0062
A2749,C0062
A2750,C0062
A2751,C0094
A2752,C0108
A2753,C0107
A2754,C0099
A2755,C0092
A2756,C0062
A2757,C0108
A2758,C0130
A2759,C0034
A2760,C0020,C0078
A2761,C0078
A2762,C0068
A2763,C0054
A2764,C0057
A2765,C0110
A2766,C0105
A2767,C0053
A2768,C0103
A2769,C0133
A2770,C0031
A2771,C0070
A2772,C0070
A2773,C0070
A2774,C0070
A2775,C0039
A2776,C0137
A2777,C0039
A2778,C0144
A2779,C0109
A2780,C0056
A2781,C0113
A2782,C0060
A2783,C0065
A2784,C0036
A2785,C0022
A2786,C0019
A2787,C0130
A2788,C0062
A2789,C0062
A2790,C0065
A2791,C0048
A2792,C0059
A2793,C0145
A2794,C0137
A2795,C0091
A2796,C0062
A2797,C0062
A2798,C0129
A2799,C0131
A2800,C0132
A2801,C0135
A2802,C0088
A2803,C0068
A2804,C0085
A2805,C0049
A2806,C0060
A2807,C0005,C0122
A2808,C0063
A2809,C0135
A2810,C0139
A2811,C0143
A2812,C0017
A2813,C0005,C0122
A2814,C0046
A2815,C0031
A2816,C0031
A2817,C0137
A2818,C0021
A2819,C0065
A2820,C0065
A2821,C0055
A2822,C0135
A2823,C0135
A2824,C0130
A2825,C0043
A2826,C0049
A2827,C0005,C0122
A2828,C0051
A2829,C0062
A2830,C0035
A2831,C0005,C0121
A2832,C0048
A2833,C0144
A2834,C0145
A2835,C0076
A2836,C0056
A2837,C0129
A2838,C0056
A2839,C0048
A2840,C0137
A2841,C0115
A2842,C0071
A2843,C0005,C0120
A2844,C0133,C0138
A2845,C0044
A2846,C0017
A2847,C0056
A2848,C0115
A2849,C0137
A2850,C0107
A2851,C0143
A2852,C0062
A2853,C0054,C0055
A2854,C0049
A2855,C0049
A2856,C0057
A2857,C0055
A2858,C0062
A2859,C0062
A2860,C0062
A2861,C0055
A2862,C0053
A2863,C0135
A2864,C0005,C0120
A2865,C0078
A2866,C0144
A2867,C0107
A2868,C0108
A2869,C0105
A2870,C0110
A2871,C0093
A2872,C0026
A2873,C0133
A2874,C0132
A2875,C0055
A2876,C0066
A2877,C0053
A2878,C0057
A2879,C0058
A2880,C0089
A2881,C0089
A2882,C0089
A2883,C0089
A2884,C0089
A2885,C0089
A2886,C0089
A2887,C0089
A2888,C0089
A2889,C0089
A2890,C0089
A2891,C0089
A2892,C0089
A2893,C0089
A2894,C0089
A2895,C0089
A2896,C0089
A2897,C0089
A2898,C0087
A2899,C0137
A2900,C0042
A2901,C0130
A2902,C0005,C0123
A2903,C0132
A2904,C0133
A2905,C0133
A2906,C0113
A2907,C0083
A2908,C0134
A2909,C0031
A2910,C0108
A2911,C0073
A2912,C0081
A2913,C0049
A2914,C0135
A2915,C0111
A2916,C0005,C0120
A2917,C0133
A2918,C0098
A2919,C0072
A2920,C0079
A2921,C0012
A2922,C0062
A2923,C0091
A2924,C0055
A2925,C0088
A2926,C0017,C0033
A2927,C0046
A2928,C0056
A2929,C0026,C0031
A2930,C0026
A2931,C0059
A2932,C0019,C0138
A2933,C0131
A2934,C0132
A2935,C0057
A2936,C0074
A2937,C0062
A2938,C0074
A2939,C0074
A2940,C0040
A2941,C0055
A2942,C0048
A2943,C0097
A2944,C0103
A2945,C0105
A2946,C0136
A2947,C0017
A2948,C0139
A2949,C0139
A2950,C0005,C0123
A2951,C0137
A2952,C0133
A2953,C0146
A2954,C0139
A2955,C0045
A2956,C0005,C0122
A2957,C0005,C0121
A2958,C0143
A2959,C0057
A2960,C0055
A2961,C0047
A2962,C0056
A2963,C0062
A2964,C0035
A2965,C0005,C0057
A2966,C0144
A2967,C0062
A2968,C0056
A2969,C0056
A2970,C0037
A2971,C0030
A2972,C0048
A2973,C0062
A2974,C0005,C0121
A2975,C0104
A2976,C0103
A2977,C0018
A2978,C0139
A2979,C0135
A2980,C0093
A2981,C0093
A2982,C0137
A2983,C0005,C0120
A2984,C0049
A2985,C0005,C0120
A2986,C0129
A2987,C0093,C0096
A2988,C0103
A2989,C0049
A2990,C0088
A2991,C0084
A2992,C0020,C0038
A2993,C0038
A2994,C0038
A2995,C0139
A2996,C0090
A2997,C0059,C0140
A2998,C0139
A2999,C0132,C0140
A3000,C0132,C0140
A3001,C0057
A3002,C0082
A3003,C0025
A3004,C0139
A3005,C0081
A3006,C0056
A3007,C0057
A3008,C0099
A3009,C0126
A3010,C0112
A3011,C0049
A3012,C0062
A3013,C0052
A3014,C0005,C0123
A3015,C0054
A3016,C0061
A3017,C0019
A3018,C0056
A3019,C0057
A3020,C0035
A3021,C0049
A3022,C0005,C0122
A3023,C0056
A3024,C0107
A3025,C0056
A3026,C0049
A3027,C0083
A3028,C0035
A3029,C0143
A3030,C0034
A3031,C0070
A3032,C0012
A3033,C0021
A3034,C0134
A3035,C0129
A3036,C0042
A3037,C0133
A3038,C0090
A3039,C0137
A3040,C0041
A3041,C0059
A3042,C0057
A3043,C0059
A3044,C0111
A3045,C0065
A3046,C0065
A3047,C0137
A3048,C0142
A3049,C0017
A3050,C0019
A3051,C0059
A3052,C0135
A3053,C0098
A3054,C0081
A3055,C0081
A3056,C0068
A3057,C0065
A3058,C0031
A3059,C0059
A3060,C0042
A3061,C0098,C0102
A3062,C0084
A3063,C0105
A3064,C0065
A3065,C0046
A3066,C0005,C0124
A3067,C0133
A3068,C0084
A3069,C0048
A3070,C0042
A3071,C0033
A3072,C0078
A3073,C0078
A3074,C0144
A3075,C0079
A3076,C0085
A3077,C0023
A3078,C0143
A3079,C0034,C0143
A3080,C0034,C0144
A3081,C0137
A3082,C0114,C0115
A3083,C0133
A3084,C0135
A3085,C0070
A3086,C0070
A3087,C0070
A3088,C0070
A3089,C0070
A3090,C0012
A3091,C0012
A3092,C0114
A3093,C0059
A3094,C0042,C0137
A3095,C0062
A3096,C0132
A3097,C0022
A3098,C0144
A3099,C0056
A3100,C0080
A3101,C0130
A3102,C0084
A3103,C0055
A3104,C0105
A3105,C0111
A3106,C0053
A3107,C0139
A3108,C0129
A3109,C0133
A3110,C0129
A3111,C0126
A3112,C0062
A3113,C0135
A3114,C0098
A3115,C0065
A3116,C0049
A3117,C0056
A3118,C0035
A3119,C0130
A3120,C0129
A3121,C0059
A3122,C0056
A3123,C0139
A3124,C0066
A3125,C0052,C0138
A3126,C0028,C0052
A3127,C0053
A3128,C0038
A3129,C0035
A3130,C0035
A3131,C0144
A3132,C0092
A3133,C0038
A3134,C0130
A3135,C0054
A3136,C0017
A3137,C0005,C0123
A3138,C0033
A3139,C0057
A3140,C0033
A3141,C0059
A3142,C0054
A3143,C0005,C0124
A3144,C0116
A3145,C0053
A3146,C0033
A3147,C0139
A3148,C0042
A3149,C0057
A3150,C0073
A3151,C0005,C0121
A3152,C0032
A3153,C0137
A3154,C0115
A3155,C0042
A3156,C0005,C0057
A3157,C0005,C0121
A3158,C0130
A3159,C0051
A3160,C0053
A3161,C0044
A3162,C0031
A3163,C0031
A3164,C0031
A3165,C0031
A3166,C0129
A3167,C0042,C0137
A3168,C0042,C0137
A3169,C0033
A3170,C0063
A3171,C0129
A3172,C0108
A3173,C0055
A3174,C0092
A3175,C0093
A3176,C0092
A3177,C0103
A3178,C0107
A3179,C0042,C0137
A3180,C0025
A3181,C0025
A3182,C0129
A3183,C0056
A3184,C0042,C0137
A3185,C0040
A3186,C0027
A3187,C0101
A3188,C0108
A3189,C0059
A3190,C0133
A3191,C0130
A3192,C0098
A3193,C0129
A3194,C0056
A3195,C0035
A3196,C0116
A3197,C0005,C0123
A3198,C0035
A3199,C0129
A3200,C0012
A3201,C0101
A3202,C0140
A3203,C0139
A3204,C0075
A3205,C0059
A3206,C0133
A3207,C0065
A3208,C0054
A3209,C0083
A3210,C0057
A3211,C0005,C0121
A3212,C0108
A3213,C0085
A3214,C0098
A3215,C0092
A3216,C0080
A3217,C0019,C0059
A3218,C0143
A3219,C0065
A3220,C0133
A3221,C0062
A3222,C0044
A3223,C0098
A3224,C0005,C0123
A3225,C0125
A3226,C0113
A3227,C0113
A3228,C0133
A3229,C0079
A3230,C0081
A3231,C0145
A3232,C0062
A3233,C0034
A3234,C0139
A3235,C0138
A3236,C0138
A3237,C0138
A3238,C0017,C0044
A3239,C0143
A3240,C0132
A3241,C0132
A3242,C0034
A3243,C0143
A3244,C0143
A3245,C0143
A3246,C0012
A3247,C0087
A3248,C0056
A3249,C0063,C0126
A3250,C0129
A3251,C0042,C0135
A3252,C0129
A3253,C0141
A3254,C0001
A3255,C0129
A3256,C0133,C0136
A3257,C0057
A3258,C0135
A3259,C0146
A3260,C0146
A3261,C0144
A3262,C0132
A3263,C0132
A3264,C0143
A3265,C0059
A3266,C0130
A3267,C0139
A3268,C0104
A3269,C0135
A3270,C0043
A3271,C0144
A3272,C0130
A3273,C0059
A3274,C0129
A3275,C0042,C0137
A3276,C0144,C0146
A3277,C0139
A3278,C0056
A3279,C0133
A3280,C0129
A3281,C0079
A3282,C0083,C0085
A3283,C0085
A3284,C0070
